IDRESEAU;LIBELLE;OBSTACLE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
31070;;Chemin de Vigeois à Pompadour;590000;2;468+394;e6acf1f6-6667-11e3-a7ff-01f464e0362d;583728.1102000028;6476942.886500001;1.514238011954942;45.3820463884472;45.3820463884,1.51423801195;45.3820463884,1.51423801195;"{""type"": ""Point"", ""coordinates"": [1.514238011954941, 45.38204638842867]}"
41654;de Villiers-Vineux;CD 51;830000;1;180+817;e72b5e52-6667-11e3-a7ff-01f464e0362d;761981.0543000028;6761331.261300001;3.830295803315628;47.949439522909906;47.9494395229,3.83029580332;47.9494395229,3.83029580332;"{""type"": ""Point"", ""coordinates"": [3.830295803315627, 47.94943952288306]}"
33384;;A 27;268000;1;260+895;e599de50-6667-11e3-a7ff-01f464e0362d;713859.5463000014;7055901.7456;3.195435420608217;50.60002812562793;50.6000281256,3.19543542061;50.6000281256,3.19543542061;"{""type"": ""Point"", ""coordinates"": [3.195435420608217, 50.600028125614095]}"
173221;PRO CA0 0000 - VC 152;LC;570350;1;000+084;1fe5f1e8-51eb-11e7-95ff-01a864e0362d;517137.43299999833;6661121.0788;0.591988513997073;47.025225117062526;47.0252251171,0.591988513997;47.025225117,0.591988513997;"{""type"": ""Point"", ""coordinates"": [0.591988513997072, 47.02522511704875]}"
63562;;Ex Rue du Languedoc;722000;1;437+195;e64362fc-6667-11e3-a7ff-01f464e0362d;719613.9004999995;6251873.261300001;3.241852016050007;43.365724763970974;43.365724764,3.24185201605;43.3657247639,3.24185201605;"{""type"": ""Point"", ""coordinates"": [3.241852016050006, 43.36572476394714]}"
37359;;Chemin communal Tavers;570000;2;151+822;e58ddb84-6667-11e3-a7ff-01f464e0362d;594476.5266999975;6740443.9331;1.591500713340438;47.75591786106134;47.7559178611,1.59150071334;47.755917861,1.59150071334;"{""type"": ""Point"", ""coordinates"": [1.591500713340436, 47.75591786103346]}"
57371;du Pavé;RN 174;366000;1;308+523;e5f7202c-6667-11e3-a7ff-01f464e0362d;395949.7243999988;6917991.8706;-1.180500530544431;49.28909428983557;49.2890942898,-1.18050053054;49.2890942898,-1.18050053054;"{""type"": ""Point"", ""coordinates"": [-1.180500530544435, 49.289094289815644]}"
48403;;Chemin d'Albertville à Ugine;898000;1;036+512;e92244e8-6667-11e3-a7ff-01f464e0362d;965880.4050000012;6521807.840599999;6.420624090488111;45.7440277865978;45.7440277866,6.42062409049;45.7440277866,6.42062409049;"{""type"": ""Point"", ""coordinates"": [6.420624090488112, 45.744027786580304]}"
64376;d'Altkirch;;115000;1;107+909;e8ecbf8e-6667-11e3-a7ff-01f464e0362d;1025064.8132999986;6746678.1105;7.33954303651263;47.740084235808276;47.7400842358,7.33954303651;47.7400842358,7.33954303651;"{""type"": ""Point"", ""coordinates"": [7.339543036512632, 47.740084235780294]}"
52592;d'Ouarville;Chemin d'Ouarville aux Filles Dieu;420000;1;085+108;e62c2662-6667-11e3-a7ff-01f464e0362d;588028.456600003;6819505.548799999;1.485211892450099;48.46615023458693;48.4661502346,1.48521189245;48.4661502346,1.48521189245;"{""type"": ""Point"", ""coordinates"": [1.485211892450097, 48.466150234562846]}"
47442;;CD 112;798000;1;042+092;e8600130-6667-11e3-a7ff-01f464e0362d;762855.0552999973;6441924.296700001;3.798723910539414;45.073718114552065;45.0737181146,3.79872391054;45.0737181145,3.79872391054;"{""type"": ""Point"", ""coordinates"": [3.798723910539414, 45.07371811453266]}"
55990;Rue Gambetta;Rue Gambetta;334900;1;010+955;e6abdf40-6667-11e3-a7ff-01f464e0362d;645542.5866999999;6873091.278999999;2.256385791849439;48.95547198766151;48.9554719877,2.25638579185;48.9554719876,2.25638579185;"{""type"": ""Point"", ""coordinates"": [2.256385791849438, 48.95547198763995]}"
171378;;CR Ernolsheim + PGF;005000;1;378+036;3a562b9a-2e3d-11e6-97ff-012c64e0362d;1022571.9420000017;6862276.6558;7.39208183297369;48.77982181259682;48.7798218126,7.39208183297;48.7798218126,7.39208183297;"{""type"": ""Point"", ""coordinates"": [7.392081832973692, 48.77982181257436]}"
52775;34-28;CD  56;431000;1;146+994;e6a3baee-6667-11e3-a7ff-01f464e0362d;555026.9814999998;6761845.987799998;1.05809744950876;47.940960869908324;47.9409608699,1.05809744951;47.9409608699,1.05809744951;"{""type"": ""Point"", ""coordinates"": [1.058097449508758, 47.94096086988145]}"
57851;de Domront;;405000;1;045+407;e68021f4-6667-11e3-a7ff-01f464e0362d;437573.9550999999;6855053.863699999;-0.569947396810592;48.74220356669536;48.7422035667,-0.569947396811;48.7422035667,-0.569947396811;"{""type"": ""Point"", ""coordinates"": [-0.569947396810594, 48.7422035666727]}"
42023;;Chemin n°102;750000;1;490+630;e700167e-6667-11e3-a7ff-01f464e0362d;801116.3297000006;6490592.616500001;4.294996572639298;45.50734061559288;45.5073406156,4.29499657264;45.5073406156,4.29499657264;"{""type"": ""Point"", ""coordinates"": [4.294996572639298, 45.5073406155747]}"
63376;;D 27;677000;1;435+874;e62f2250-6667-11e3-a7ff-01f464e0362d;700824.4042000026;6203227.931899998;3.010088827361367;42.928451856475974;42.9284518565,3.01008882736;42.9284518565,3.01008882736;"{""type"": ""Point"", ""coordinates"": [3.010088827361366, 42.928451856451126]}"
44399;;Chemin d'Éroux;830000;1;592+791;e8823d1a-6667-11e3-a7ff-01f464e0362d;843276.7870000005;6448406.351300001;4.822314349593259;45.120057919739935;45.1200579197,4.82231434959;45.1200579197,4.82231434959;"{""type"": ""Point"", ""coordinates"": [4.822314349593259, 45.12005791972067]}"
132055;TC 42 41.1;Aéroport CDG;226310;1;008+062;e68f6f2a-6667-11e3-a7ff-01f464e0362d;668672.8628000021;6877738.808600001;2.571876413989458;48.998805697639604;48.9988056976,2.57187641399;48.9988056976,2.57187641399;"{""type"": ""Point"", ""coordinates"": [2.571876413989457, 48.99880569761825]}"
58250;Coutelles;CD 19;434000;1;010+963;e5ab125c-6667-11e3-a7ff-01f464e0362d;453393.48789999634;6840410.7324;-0.3465734317339;48.616850468313714;48.6168504683,-0.346573431734;48.6168504683,-0.346573431734;"{""type"": ""Point"", ""coordinates"": [-0.346573431733902, 48.61685046829043]}"
132118;TM;CR 2;272000;1;022+405;e9224148-6667-11e3-a7ff-01f464e0362d;662881.0643000007;6882605.023499999;2.492298840444922;49.04225256907134;49.0422525691,2.49229884044;49.0422525691,2.49229884044;"{""type"": ""Point"", ""coordinates"": [2.492298840444921, 49.0422525690502]}"
52875;21.26;CD  27;431000;1;041+158;e6cfe058-6667-11e3-a7ff-01f464e0362d;625390.6176000014;6830194.0185;1.988738867898904;48.56766554591345;48.5676655459,1.9887388679;48.5676655459,1.9887388679;"{""type"": ""Point"", ""coordinates"": [1.988738867898903, 48.56766554588991]}"
50640;Coderc;Chemin Miallet-St-Mari;611000;1;447+623;e865d62c-6667-11e3-a7ff-01f464e0362d;542075.1006999984;6496489.685199998;0.975781739671888;45.54968000633927;45.5496800063,0.975781739672;45.5496800063,0.975781739672;"{""type"": ""Point"", ""coordinates"": [0.975781739671886, 45.54968000632121]}"
33501;de Flandre;Bd Périphérique;272000;1;250+430;e6215dd8-6667-11e3-a7ff-01f464e0362d;705560.6027999967;7059697.4078;3.078464165563163;50.63422137887293;50.6342213789,3.07846416556;50.6342213789,3.07846416556;"{""type"": ""Point"", ""coordinates"": [3.078464165563162, 50.634221378859245]}"
133865;;RD3 ROUTE DE BELLEGARDE;810000;1;015+581;e9abdb72-6667-11e3-a7ff-01f464e0362d;820159.5025999993;6303708.204;4.493561535710308;43.82215883033212;43.8221588303,4.49356153571;43.8221588303,4.49356153571;"{""type"": ""Point"", ""coordinates"": [4.493561535710307, 43.82215883030941]}"
40136;Viaduc de Bourran;;736000;1;492+947;e6d5ae90-6667-11e3-a7ff-01f464e0362d;665143.6388000026;6361920.1415;2.562686546180655;44.355444692247545;44.3554446922,2.56268654618;44.3554446922,2.56268654618;"{""type"": ""Point"", ""coordinates"": [2.562686546180655, 44.35544469222619]}"
69296;;RN 98;930000;1;175+490;e554d74a-6667-11e3-a7ff-01f464e0362d;1016133.2466999963;6268575.098299999;6.905145105258505;43.44590939485882;43.4459093949,6.90514510526;43.4459093948,6.90514510526;"{""type"": ""Point"", ""coordinates"": [6.905145105258506, 43.44590939483518]}"
39332;;;701000;1;278+585;e6989a6e-6667-11e3-a7ff-01f464e0362d;652638.6125999987;6374374.583700001;2.404623506242902;44.46681871030027;44.4668187103,2.40462350624;44.4668187103,2.40462350624;"{""type"": ""Point"", ""coordinates"": [2.404623506242901, 44.46681871027923]}"
29748;St-Vallier;CR de St-Vallier;001000;1;303+348;e86b2bfa-6667-11e3-a7ff-01f464e0362d;880384.2299999967;6751724.039900001;5.411826604233477;47.84111580636887;47.8411158064,5.41182660423;47.8411158063,5.41182660423;"{""type"": ""Point"", ""coordinates"": [5.411826604233477, 47.84111580634145]}"
40086;de la Plaine;;736000;1;453+959;e90d99a6-6667-11e3-a7ff-01f464e0362d;647626.8379999995;6338632.209600002;2.345348655380345;44.14474206010619;44.1447420601,2.34534865538;44.1447420601,2.34534865538;"{""type"": ""Point"", ""coordinates"": [2.345348655380344, 44.1447420600843]}"
39987;;Chemin des Protestants;736000;1;313+293;e6342bb2-6667-11e3-a7ff-01f464e0362d;615620.762000002;6247592.8598;1.960301524114364;43.322491201135854;43.3224912011,1.96030152411;43.3224912011,1.96030152411;"{""type"": ""Point"", ""coordinates"": [1.960301524114363, 43.32249120111192]}"
69094;Déviation-SHELL;CD 21A;830000;1;827+860;e900fa5e-6667-11e3-a7ff-01f464e0362d;875721.0190000013;6269795.741300002;5.172293092187418;43.50548921396152;43.505489214,5.17229309219;43.5054892139,5.17229309219;"{""type"": ""Point"", ""coordinates"": [5.172293092187418, 43.50548921393803]}"
60611;Pont autoroutier;A 4;180611;1;008+387;e5c10062-6667-11e3-a7ff-01f464e0362d;932528.8282999992;6904650.440499999;6.190954025909243;49.19928650588929;49.1992865059,6.19095402591;49.1992865059,6.19095402591;"{""type"": ""Point"", ""coordinates"": [6.190954025909244, 49.19928650586893]}"
66366;;RN 107 d'Arbois à Lausanne;850000;1;404+353;e700bde4-6667-11e3-a7ff-01f464e0362d;914041.3856000006;6648836.822500002;5.812505443590715;46.9054059819193;46.9054059819,5.81250544359;46.9054059819,5.81250544359;"{""type"": ""Point"", ""coordinates"": [5.812505443590715, 46.9054059819052]}"
132056;E25p - ADP;Retabl PISTE ADP;226310;1;005+650;e9007e7a-6667-11e3-a7ff-01f464e0362d;668483.9978;6880148.419500001;2.569115701248393;49.02046320708718;49.0204632071,2.56911570125;49.0204632071,2.56911570125;"{""type"": ""Point"", ""coordinates"": [2.569115701248392, 49.020463207065944]}"
42958;;;784000;1;124+507;e5c13564-6667-11e3-a7ff-01f464e0362d;793005.7941000015;6492475.43;4.191505241670929;45.525442509796136;45.5254425098,4.19150524167;45.5254425098,4.19150524167;"{""type"": ""Point"", ""coordinates"": [4.191505241670929, 45.525442509777996]}"
29725;La Boichaulle;CD 107;001000;1;275+307;e90272f2-6667-11e3-a7ff-01f464e0362d;866470.0584999993;6773266.083999999;5.23403709077401;48.038581569071916;48.0385815691,5.23403709077;48.038581569,5.23403709077;"{""type"": ""Point"", ""coordinates"": [5.23403709077401, 48.03858156904557]}"
47024;de Parent;;790000;1;442+443;e6789a66-6667-11e3-a7ff-01f464e0362d;717259.9800999984;6502967.112;3.221512382894239;45.626018290491466;45.6260182905,3.22151238289;45.6260182905,3.22151238289;"{""type"": ""Point"", ""coordinates"": [3.221512382894238, 45.626018290473624]}"
59609;;CD 400 Toul;070000;1;319+642;e5ef9e56-6667-11e3-a7ff-01f464e0362d;912196.2053999975;6846071.5427;5.882859780769215;48.67993499382135;48.6799349938,5.88285978077;48.6799349938,5.88285978077;"{""type"": ""Point"", ""coordinates"": [5.882859780769215, 48.67993499379836]}"
60532;;CV 5;180000;1;163+282;e682f612-6667-11e3-a7ff-01f464e0362d;930340.1418000013;6902117.644000001;6.159561252786661;49.1773251939813;49.177325194,6.15956125279;49.177325194,6.15956125279;"{""type"": ""Point"", ""coordinates"": [6.159561252786663, 49.17732519396085]}"
36549;;;523000;1;108+689;e5b80f44-6667-11e3-a7ff-01f464e0362d;423685.59529999644;6629079.436799999;-0.617867682641422;46.7048330665953;46.7048330666,-0.617867682641;46.7048330666,-0.617867682641;"{""type"": ""Point"", ""coordinates"": [-0.617867682641424, 46.704833066580605]}"
50999;;Chemin d'exploitation;631000;1;577+078;e7025ddc-6667-11e3-a7ff-01f464e0362d;541863.4255999997;6403952.4769;1.003059544585141;44.71669836960435;44.7166983696,1.00305954459;44.7166983696,1.00305954459;"{""type"": ""Point"", ""coordinates"": [1.00305954458514, 44.716698369583966]}"
33210;;CD 146;266300;1;002+637;e6fab1b4-6667-11e3-a7ff-01f464e0362d;707596.1503999978;7057893.4472;3.107152655024306;50.618010511613896;50.6180105116,3.10715265502;50.6180105116,3.10715265502;"{""type"": ""Point"", ""coordinates"": [3.107152655024305, 50.61801051160013]}"
46037;de Massiac;RN 122;720000;1;384+542;e8816db4-6667-11e3-a7ff-01f464e0362d;715378.3941999972;6461303.1173;3.196036954156909;45.25089777243275;45.2508977724,3.19603695416;45.2508977724,3.19603695416;"{""type"": ""Point"", ""coordinates"": [3.196036954156908, 45.25089777241386]}"
52234;Maulette;RN  183;395000;1;060+794;e9a22bfc-6667-11e3-a7ff-01f464e0362d;598585.878700003;6856139.890999999;1.619341046856073;48.797359862827136;48.7973598628,1.61934104686;48.7973598628,1.61934104686;"{""type"": ""Point"", ""coordinates"": [1.619341046856071, 48.79735986280475]}"
36943;Déviation Chemère et Arthon-en-Retz;RD 751;537000;1;004+490;e9420ec4-6667-11e3-a7ff-01f464e0362d;327734.997299999;6681223.176899999;-1.913809536872714;47.12699563651908;47.1269956365,-1.91380953687;47.1269956365,-1.91380953687;"{""type"": ""Point"", ""coordinates"": [-1.913809536872717, 47.1269956365056]}"
29712;des Flaneurs;CD 65;001000;1;261+993;e6e3b2ea-6667-11e3-a7ff-01f464e0362d;859005.485299997;6780923.547499999;5.136692156260581;48.10932104544645;48.1093210454,5.13669215626;48.1093210454,5.13669215626;"{""type"": ""Point"", ""coordinates"": [5.136692156260582, 48.10932104542048]}"
50634;de Pisany;Rue du Général-Leclerc;610000;2;518+624;e6ef978e-6667-11e3-a7ff-01f464e0362d;479839.66420000046;6511040.594300002;0.171980198983518;45.66343128910986;45.6634312891,0.171980198984;45.6634312891,0.171980198984;"{""type"": ""Point"", ""coordinates"": [0.171980198983517, 45.66343128909214]}"
48011;;CV 3 à Étallins;892000;1;222+838;e66f9410-6667-11e3-a7ff-01f464e0362d;985990.3988000005;6596391.4454;6.724201823242435;46.40676618832575;46.4067661883,6.72420182324;46.4067661883,6.72420182324;"{""type"": ""Point"", ""coordinates"": [6.724201823242436, 46.40676618831017]}"
110979;Nogent A28;;500000;1;220+568;e6c8ade4-6667-11e3-a7ff-01f464e0362d;503785.6652000025;6732267.059500001;0.385277285629994;47.6615490670357;47.661549067,0.38527728563;47.661549067,0.38527728563;"{""type"": ""Point"", ""coordinates"": [0.385277285629992, 47.66154906700729]}"
114409;;VC 4;005000;1;017+405;e640058c-6667-11e3-a7ff-01f464e0362d;684197.8285999969;6876684.7793000005;2.784081841476292;48.98989718157375;48.9898971816,2.78408184148;48.9898971816,2.78408184148;"{""type"": ""Point"", ""coordinates"": [2.784081841476291, 48.98989718155235]}"
10190069;de Riom;RD 224;790000;1;404+966;4a8aa33a-a102-11ea-80ff-01f46fb51c27;709568.9584000036;6532737.146299999;3.123404113708355;45.89424446564423;45.8942444656,3.12340411371;45.8942444656,3.12340411371;"{""type"": ""Point"", ""coordinates"": [3.123404113708355, 45.89424446562715]}"
58811;;Rocade Abbeville;311000;1;178+870;e5989a18-6667-11e3-a7ff-01f464e0362d;613937.9917000011;7003752.999600001;1.797715352123591;50.12612315887983;50.1261231589,1.79771535212;50.1261231589,1.79771535212;"{""type"": ""Point"", ""coordinates"": [1.797715352123589, 50.12612315886387]}"
53353;Correspondance Métro Neuilly;Boulevard Pereire;962000;1;006+384;e6cf107a-6667-11e3-a7ff-01f464e0362d;647524.4654999971;6864463.808600001;2.284514208680447;48.87805557076909;48.8780555708,2.28451420868;48.8780555707,2.28451420868;"{""type"": ""Point"", ""coordinates"": [2.284514208680446, 48.87805557074714]}"
58889;des Trois-Arches;CD 9;321000;1;066+100;e56c2f12-6667-11e3-a7ff-01f464e0362d;599012.3222000003;6948802.099800002;1.602826435026387;49.63033632848843;49.6303363285,1.60282643503;49.6303363285,1.60282643503;"{""type"": ""Point"", ""coordinates"": [1.602826435026385, 49.630336328470165]}"
32723;OA n°3175;CR Fourchon;216302;1;001+942;e5cd10d6-6667-11e3-a7ff-01f464e0362d;710819.0618999973;7052558.019499999;3.152470198663671;50.570078675024924;50.570078675,3.15247019866;50.570078675,3.15247019866;"{""type"": ""Point"", ""coordinates"": [3.15247019866367, 50.570078675010954]}"
171382;;RD151;005000;1;387+693;3a562486-2e3d-11e6-97ff-012c64e0362d;1030842.3659999967;6858618.829700001;7.501613255122916;48.742788799629594;48.7427887996,7.50161325512;48.7427887996,7.50161325512;"{""type"": ""Point"", ""coordinates"": [7.501613255122917, 48.74278879960694]}"
57252;;CD 41;366000;1;227+730;e60da31a-6667-11e3-a7ff-01f464e0362d;465056.1427000016;6896432.426899999;-0.219462987964635;49.12458136796559;49.124581368,-0.219462987965;49.1245813679,-0.219462987965;"{""type"": ""Point"", ""coordinates"": [-0.219462987964637, 49.12458136794487]}"
32897;;Chemin d'exploitation;242000;1;191+672;e601fc34-6667-11e3-a7ff-01f464e0362d;740357.4228999987;6999991.783300001;3.563451478990373;50.09693559057038;50.0969355906,3.56345147899;50.0969355906,3.56345147899;"{""type"": ""Point"", ""coordinates"": [3.563451478990372, 50.0969355905543]}"
69424;;Campagne Le défends;947000;1;055+410;e6b5f102-6667-11e3-a7ff-01f464e0362d;920531.5613999963;6266583.182399999;5.724483758179787;43.464101101155634;43.4641011012,5.72448375818;43.4641011011,5.72448375818;"{""type"": ""Point"", ""coordinates"": [5.724483758179787, 43.464101101132044]}"
56947;Tranchée couverte;Voie urbaine;361000;1;227+876;e96844d4-6667-11e3-a7ff-01f464e0362d;496699.94629999995;6941836.994800001;0.19164570963516;49.54328137119586;49.5432813712,0.191645709635;49.5432813712,0.191645709635;"{""type"": ""Point"", ""coordinates"": [0.191645709635158, 49.54328137117717]}"
155719;de la Francilienne;;570000;1;029+230;cc1d4dda-9248-11e3-8cff-010c64e0362d;649049.8150999993;6836133.1318;2.308692482134182;48.623380562531594;48.6233805625,2.30869248213;48.6233805625,2.30869248213;"{""type"": ""Point"", ""coordinates"": [2.308692482134181, 48.62338056250832]}"
54864;;CD 123;272000;1;049+500;e668f000-6667-11e3-a7ff-01f464e0362d;660918.0534999967;6906713.875599999;2.463208549652931;49.25888654357312;49.2588865436,2.46320854965;49.2588865436,2.46320854965;"{""type"": ""Point"", ""coordinates"": [2.46320854965293, 49.258886543553054]}"
65053;;CD 3;858000;1;010+564;e632b928-6667-11e3-a7ff-01f464e0362d;993120.5270000026;6716180.709100001;6.893766122496609;47.48092963251823;47.4809296325,6.8937661225;47.4809296325,6.8937661225;"{""type"": ""Point"", ""coordinates"": [6.893766122496609, 47.480929632488845]}"
50059;de Chalais;CD 674;570000;3;500+941;e6f3c206-6667-11e3-a7ff-01f464e0362d;467977.4310000017;6466888.7513;0.040989404588072;45.26221483523343;45.2622148352,0.0409894045881;45.2622148352,0.0409894045881;"{""type"": ""Point"", ""coordinates"": [0.04098940458807, 45.262214835214564]}"
57391;de Carquebut;CD 270;366000;1;323+396;e8b6c180-6667-11e3-a7ff-01f464e0362d;385101.552699998;6927408.0856;-1.336464938180102;49.36835776868627;49.3683577687,-1.33646493818;49.3683577687,-1.33646493818;"{""type"": ""Point"", ""coordinates"": [-1.336464938180104, 49.368357768666755]}"
54961;;Déviation RN 31 et rue des Deportes;317000;1;028+935;e5f5dc52-6667-11e3-a7ff-01f464e0362d;658871.8087000027;6920445.669100001;2.43375177260195;49.38219210735645;49.3821921074,2.4337517726;49.3821921073,2.4337517726;"{""type"": ""Point"", ""coordinates"": [2.433751772601949, 49.38219210733699]}"
137058;ROSE de CHERBOURG;ECHANGEUR CHERBOURG;973000;1;008+951;e9f6a734-6667-11e3-a7ff-01f464e0362d;643938.5234000012;6865631.082800001;2.235469992772847;48.88825018339164;48.8882501834,2.23546999277;48.8882501834,2.23546999277;"{""type"": ""Point"", ""coordinates"": [2.235469992772845, 48.88825018336973]}"
40092;de Masnau;;736000;1;456+683;e6f390ac-6667-11e3-a7ff-01f464e0362d;648089.3628000021;6341148.666099999;2.350871259766965;44.16742547829468;44.1674254783,2.35087125977;44.1674254783,2.35087125977;"{""type"": ""Point"", ""coordinates"": [2.350871259766965, 44.16742547827286]}"
177547;PRO 22085;ROCHEFORT-DU-GARD;752000;1;617+306;8f3e40a4-f72f-11e7-80ff-012864e0362d;839276.9223999977;6321344.045299999;4.735935016722007;43.97731939741332;43.9773193974,4.73593501672;43.9773193974,4.73593501672;"{""type"": ""Point"", ""coordinates"": [4.735935016722006, 43.97731939739101]}"
48368;P.Ro Km 87,649;;897000;1;087+649;e916716a-6667-11e3-a7ff-01f464e0362d;950767.0073999986;6565787.794;6.2496834660769;46.14545686830868;46.1454568683,6.24968346608;46.1454568683,6.24968346608;"{""type"": ""Point"", ""coordinates"": [6.2496834660769, 46.14545686829236]}"
59481;;Déviation RN 4;067000;1;389+215;e6344afa-6667-11e3-a7ff-01f464e0362d;961003.5179999992;6835614.422499999;6.538778435690718;48.56810296033859;48.5681029603,6.53877843569;48.5681029603,6.53877843569;"{""type"": ""Point"", ""coordinates"": [6.538778435690719, 48.568102960315045]}"
66655;;Chemin de défruitement;857000;1;472+187;e67387de-6667-11e3-a7ff-01f464e0362d;960105.5975999981;6726123.859299999;6.461583936851243;47.58417203793646;47.5841720379,6.46158393685;47.5841720379,6.46158393685;"{""type"": ""Point"", ""coordinates"": [6.461583936851244, 47.58417203790763]}"
69089;;Canal d'arrosage;830000;1;812+574;e5f5cb5c-6667-11e3-a7ff-01f464e0362d;863963.7119999975;6276068.9311;5.029005741881034;43.56472443291776;43.5647244329,5.02900574188;43.5647244329,5.02900574188;"{""type"": ""Point"", ""coordinates"": [5.029005741881034, 43.56472443289438]}"
46934;;Chemin d'exploitation;790000;1;385+050;e674b3b0-6667-11e3-a7ff-01f464e0362d;717710.7053999975;6549202.167399999;3.229017885116242;46.04234678286301;46.0423467829,3.22901788512;46.0423467828,3.22901788512;"{""type"": ""Point"", ""coordinates"": [3.229017885116241, 46.042346782846366]}"
37933;Pont tiers;CD 952 de St-Martin;687000;1;148+460;e869b2c6-6667-11e3-a7ff-01f464e0362d;643420.5407000035;6752065.934900001;2.243248575692928;47.866547850301544;47.8665478503,2.24324857569;47.8665478503,2.24324857569;"{""type"": ""Point"", ""coordinates"": [2.243248575692927, 47.86654785027427]}"
114469;;VC3;005000;1;128+094;e916d334-6667-11e3-a7ff-01f464e0362d;785828.5243000016;6897069.8299;4.176813509002396;49.16762956820481;49.1676295682,4.176813509;49.1676295682,4.176813509;"{""type"": ""Point"", ""coordinates"": [4.176813509002396, 49.16762956818429]}"
44492;Ouvrage 15;Chemin des Robins;830000;1;628+355;e6b6ed08-6667-11e3-a7ff-01f464e0362d;847087.8474000022;6416068.4987;4.861076626214746;44.82817748536835;44.8281774854,4.86107662621;44.8281774853,4.86107662621;"{""type"": ""Point"", ""coordinates"": [4.861076626214746, 44.82817748534827]}"
54237;Pont n°1229;Passage à gibier;226000;1;029+432;e56ae8fa-6667-11e3-a7ff-01f464e0362d;681368.2440000027;6894218.453699999;2.744644368926281;49.147473266108804;49.1474732661,2.74464436893;49.1474732661,2.74464436893;"{""type"": ""Point"", ""coordinates"": [2.74464436892628, 49.14747326608819]}"
137037;Tranchée couverte CERGY-P.;;326000;1;033+138;e9f4bd1a-6667-11e3-a7ff-01f464e0362d;632470.7915999964;6882481.552700002;2.076405816928869;49.03866421037089;49.0386642104,2.07640581693;49.0386642103,2.07640581693;"{""type"": ""Point"", ""coordinates"": [2.076405816928867, 49.03866421034974]}"
38407;Touron;VC 5;640000;1;200+495;e57574e4-6667-11e3-a7ff-01f464e0362d;561755.4425999969;6326056.4749;1.275645748234472;44.01992418016069;44.0199241802,1.27564574823;44.0199241801,1.27564574823;"{""type"": ""Point"", ""coordinates"": [1.275645748234471, 44.019924180138474]}"
32696;OA n°3924;A 26 Zouafques;216000;1;090+911;e691d93e-6667-11e3-a7ff-01f464e0362d;633427.2972000018;7081512.671300001;2.056978607817093;50.82642682738836;50.8264268274,2.05697860782;50.8264268274,2.05697860782;"{""type"": ""Point"", ""coordinates"": [2.056978607817092, 50.8264268273755]}"
47784;;;890000;1;049+703;e910a4d6-6667-11e3-a7ff-01f464e0362d;879810.375699997;6541598.064100001;5.321581145801212;45.950299198319755;45.9502991983,5.3215811458;45.9502991983,5.3215811458;"{""type"": ""Point"", ""coordinates"": [5.321581145801211, 45.950299198302844]}"
60816;;CD 156;218000;1;009+375;e6b35030-6667-11e3-a7ff-01f464e0362d;902697.5051999986;6916260.961100001;5.787570462974632;49.31373750061294;49.3137375006,5.78757046297;49.3137375006,5.78757046297;"{""type"": ""Point"", ""coordinates"": [5.787570462974632, 49.31373750059315]}"
42417;PRO 21139;;752000;1;482+110;e8916b06-6667-11e3-a7ff-01f464e0362d;852440.0420000032;6447151.696600001;4.938423228980065;45.10679962194522;45.1067996219,4.93842322898;45.1067996219,4.93842322898;"{""type"": ""Point"", ""coordinates"": [4.938423228980065, 45.10679962192592]}"
48104;;Blanche B 41;895000;1;037+500;e57166b4-6667-11e3-a7ff-01f464e0362d;980999.6736999974;6546835.402600002;6.629662519042931;45.963098384412774;45.9630983844,6.62966251904;45.9630983844,6.62966251904;"{""type"": ""Point"", ""coordinates"": [6.629662519042932, 45.96309838439591]}"
69239;Tranche-Reynaud;;930000;1;040+685;e732c46e-6667-11e3-a7ff-01f464e0362d;917548.4376000017;6235194.1796;5.674528686799454;43.18281362257889;43.1828136226,5.6745286868;43.1828136226,5.6745286868;"{""type"": ""Point"", ""coordinates"": [5.674528686799455, 43.18281362255463]}"
30765;;CD 73;590000;2;346+131;e691db10-6667-11e3-a7ff-01f464e0362d;582816.5557999983;6568872.7195000015;1.479982396112355;46.209552188502144;46.2095521885,1.47998239611;46.2095521885,1.47998239611;"{""type"": ""Point"", ""coordinates"": [1.479982396112353, 46.20955218848599]}"
128923;;Voies usine;202000;1;244+882;e570b2a6-6667-11e3-a7ff-01f464e0362d;900937.3857000023;6939307.9177;5.774516744601003;49.52131702258389;49.5213170226,5.7745167446;49.5213170226,5.7745167446;"{""type"": ""Point"", ""coordinates"": [5.774516744601005, 49.5213170225651]}"
60002;;Liaison RN 57 et CD 952;090000;1;364+140;e590b25a-6667-11e3-a7ff-01f464e0362d;922737.9504999965;6872876.528099999;6.039953653169128;48.91728582770438;48.9172858277,6.03995365317;48.9172858277,6.03995365317;"{""type"": ""Point"", ""coordinates"": [6.039953653169129, 48.917285827682605]}"
133194;;CE - PGF;014000;1;043+218;e5f5f40e-6667-11e3-a7ff-01f464e0362d;915092.2893000022;6691087.507100001;5.846305863279653;47.28520943945506;47.2852094395,5.84630586328;47.2852094394,5.84630586328;"{""type"": ""Point"", ""coordinates"": [5.846305863279653, 47.28520943942457]}"
