IDRESEAU;LIBELLE;OBSTACLE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
29671;Ailleville;19;001000;1;219+409;e5d46dc0-6667-11e3-a7ff-01f464e0362d;825721.1675999984;6795149.4056;4.693677062933639;48.24455233115491;48.2445523312,4.69367706293;48.2445523311,4.69367706293;"{""type"": ""Point"", ""coordinates"": [4.693677062933639, 48.244552331129654]}"
64704;;Voir ligne 070000 PK 500.400;145000;1;001+600;e5946fd2-6667-11e3-a7ff-01f464e0362d;1049272.5411000028;6843569.600200001;7.739520376740706;48.59796268262585;48.5979626826,7.73952037674;48.5979626826,7.73952037674;"{""type"": ""Point"", ""coordinates"": [7.739520376740708, 48.59796268260245]}"
59176;;;035000;1;071+112;e9939e9c-6667-11e3-a7ff-01f464e0362d;920807.4708999991;6793966.740400001;5.973100847162721;48.20863575794389;48.2086357579,5.97310084716;48.2086357579,5.97310084716;"{""type"": ""Point"", ""coordinates"": [5.973100847162721, 48.20863575791845]}"
56230;du Bouvet;;990000;1;017+689;e5f417b6-6667-11e3-a7ff-01f464e0362d;631860.3024000004;6866168.583999999;2.070682655110986;48.891918638015454;48.891918638,2.07068265511;48.891918638,2.07068265511;"{""type"": ""Point"", ""coordinates"": [2.070682655110984, 48.89191863799356]}"
30582;Bréviandes;RN 71;832000;1;171+826;e6467b56-6667-11e3-a7ff-01f464e0362d;781452.0097000003;6795287.524500001;4.097420036943339;48.25283424385179;48.2528342439,4.09742003694;48.2528342438,4.09742003694;"{""type"": ""Point"", ""coordinates"": [4.097420036943339, 48.252834243826584]}"
46163;des Coudères;;722000;1;697+614;e6d40ba4-6667-11e3-a7ff-01f464e0362d;703273.980899997;6441295.2842999995;3.04160096692964;45.0709091136175;45.0709091136,3.04160096693;45.0709091136,3.04160096693;"{""type"": ""Point"", ""coordinates"": [3.04160096692964, 45.070909113598084]}"
37273;;Boulevard Québec d'Orléans;569301;1;121+722;e8696050-6667-11e3-a7ff-01f464e0362d;618296.4012999982;6757647.978999998;1.906214918240148;47.914131846642945;47.9141318466,1.90621491824;47.9141318466,1.90621491824;"{""type"": ""Point"", ""coordinates"": [1.906214918240146, 47.91413184661593]}"
37307;Du pont de la Tuilerie;Rue la Tuilerie Saran;570000;1;115+382;e6f5e6aa-6667-11e3-a7ff-01f464e0362d;617364.2493999973;6762359.745200001;1.892853245805731;47.95641421297169;47.956414213,1.89285324581;47.9564142129,1.89285324581;"{""type"": ""Point"", ""coordinates"": [1.89285324580573, 47.95641421294489]}"
53100;de Belair;CR  19;553000;1;083+577;e8f5aa58-6667-11e3-a7ff-01f464e0362d;588697.5496999994;6818978.592500001;1.494397316261769;48.46152562719051;48.4615256272,1.49439731626;48.4615256272,1.49439731626;"{""type"": ""Point"", ""coordinates"": [1.494397316261767, 48.4615256271664]}"
65185;;Déviation;042000;1;099+790;e66ac71a-6667-11e3-a7ff-01f464e0362d;950767.684799999;6757467.7656;6.355176803614958;47.8696482356521;47.8696482357,6.35517680361;47.8696482356,6.35517680361;"{""type"": ""Point"", ""coordinates"": [6.355176803614959, 47.86964823562484]}"
174339;PRO 1226-305;RD576;408370;1;005+485;ff8f8b96-6b9b-11e7-beff-010c64e0362d;412496.77849999815;6783192.600299999;-0.862777825832411;48.08580682289035;48.0858068229,-0.862777825832;48.0858068229,-0.862777825832;"{""type"": ""Point"", ""coordinates"": [-0.862777825832414, 48.08580682286424]}"
110940;RN 77;Vatry ZAC N°2;006000;2;020+078;e6496558-6667-11e3-a7ff-01f464e0362d;789887.6638000011;6853955.252500001;4.223302950082333;48.7794236542703;48.7794236543,4.22330295008;48.7794236542,4.22330295008;"{""type"": ""Point"", ""coordinates"": [4.223302950082334, 48.779423654247836]}"
173202;PRO 0030 - VC4;VC4;566000;1;003+020;1fe59514-51eb-11e7-95ff-01a864e0362d;528346.5012999997;6693029.685899999;0.727420708294559;47.31535786693336;47.3153578669,0.727420708295;47.3153578669,0.727420708295;"{""type"": ""Point"", ""coordinates"": [0.727420708294558, 47.31535786690303]}"
51503;de Lescar;Déviation de l'Escar;650000;1;224+875;e6f0c3fc-6667-11e3-a7ff-01f464e0362d;419515.9002000019;6255137.2608;-0.458111488933097;43.34009726658513;43.3400972666,-0.458111488933;43.3400972666,-0.458111488933;"{""type"": ""Point"", ""coordinates"": [-0.458111488933098, 43.34009726656123]}"
60328;;Chemin d'exploitation;170000;1;006+496;e929bb06-6667-11e3-a7ff-01f464e0362d;1002063.0072999969;6899237.369199999;7.139720807831132;49.1216622006164;49.1216622006,7.13972080783;49.1216622006,7.13972080783;"{""type"": ""Point"", ""coordinates"": [7.139720807831133, 49.12166220059565]}"
35718;;CV15;450000;1;263+195;e5876b7a-6667-11e3-a7ff-01f464e0362d;447489.06539999694;6751382.912999999;-0.374994883950532;47.81426605767709;47.8142660577,-0.374994883951;47.8142660576,-0.374994883951;"{""type"": ""Point"", ""coordinates"": [-0.374994883950534, 47.81426605764951]}"
45686;Viaduc Saint-Jacques;Boulevard Claude-Bernard;711000;1;505+610;e945a168-6667-11e3-a7ff-01f464e0362d;706961.996299997;6518659.557100002;3.08957803908169;45.76750880584193;45.7675088058,3.08957803908;45.7675088058,3.08957803908;"{""type"": ""Point"", ""coordinates"": [3.08957803908169, 45.7675088058245]}"
49256;;Échangeur 16;909903;1;135+109;e9676e2c-6667-11e3-a7ff-01f464e0362d;913597.4924999997;6454115.5504;5.718621265667745;45.15323963050548;45.1532396305,5.71862126567;45.1532396305,5.71862126567;"{""type"": ""Point"", ""coordinates"": [5.718621265667745, 45.153239630486304]}"
54630;;Déviation RN 32;242000;1;080+893;e921a6ba-6667-11e3-a7ff-01f464e0362d;685053.8980000019;6923242.117699999;2.79412033208138;49.40847816220953;49.4084781622,2.79412033208;49.4084781622,2.79412033208;"{""type"": ""Point"", ""coordinates"": [2.79412033208138, 49.408478162190214]}"
57173;de Gaspard;Voie privée;366000;1;175+833;e96672b0-6667-11e3-a7ff-01f464e0362d;508706.8905000016;6889653.689100001;0.381278740770111;49.078179653918504;49.0781796539,0.38127874077;49.0781796539,0.38127874077;"{""type"": ""Point"", ""coordinates"": [0.381278740770109, 49.07817965389755]}"
44700;;Rue F-Vergnais;887000;1;015+855;e8c5d170-6667-11e3-a7ff-01f464e0362d;842923.6147999987;6532580.265000001;4.842804790276772;45.87788039220488;45.8778803922,4.84280479028;45.8778803922,4.84280479028;"{""type"": ""Point"", ""coordinates"": [4.842804790276771, 45.87788039218776]}"
53280;Boulevard de la Gare ou Vincent AurioL;Boulevard de la gare;570000;1;000+804;e6b2bfa4-6667-11e3-a7ff-01f464e0362d;653940.2259000018;6859537.351199999;2.37252070669515;48.83424313785102;48.8342431379,2.3725207067;48.8342431378,2.3725207067;"{""type"": ""Point"", ""coordinates"": [2.372520706695149, 48.83424313782882]}"
55285;OA n°12;Rue du Ruisseau;955000;1;030+600;e9765ace-6667-11e3-a7ff-01f464e0362d;651823.1961999983;6866573.793000001;2.3428836856448;48.89736584522278;48.8973658452,2.34288368564;48.8973658452,2.34288368564;"{""type"": ""Point"", ""coordinates"": [2.342883685644799, 48.897365845200916]}"
40391;;CV 3 et Rue G-Hautot;745000;1;052+783;e5947ae2-6667-11e3-a7ff-01f464e0362d;652030.7519000024;6820446.629000001;2.350886462544592;48.482504752265136;48.4825047523,2.35088646254;48.4825047522,2.35088646254;"{""type"": ""Point"", ""coordinates"": [2.35088646254459, 48.482504752241155]}"
46156;de la Varenne-Grande;;722000;1;694+050;e973e0c2-6667-11e3-a7ff-01f464e0362d;704817.7572000027;6439309.051899999;3.061197454489376;45.053016238098;45.0530162381,3.06119745449;45.0530162381,3.06119745449;"{""type"": ""Point"", ""coordinates"": [3.061197454489375, 45.05301623807854]}"
53920;Pont route sous chemin vicinal N°1  du Gué de Launay;chemin vicinal N°1  du gué de Launay;070000;1;023+190;e5543e56-6667-11e3-a7ff-01f464e0362d;674226.6349000037;6864022.565000001;2.648608542903938;48.87570976671212;48.8757097667,2.6486085429;48.8757097667,2.6486085429;"{""type"": ""Point"", ""coordinates"": [2.648608542903936, 48.87570976669014]}"
57219;;VC 301;366000;1;206+620;e670b07a-6667-11e3-a7ff-01f464e0362d;483819.5747999996;6892450.378899999;0.039447910677903;49.09540599952019;49.0954059995,0.0394479106779;49.0954059995,0.0394479106779;"{""type"": ""Point"", ""coordinates"": [0.0394479106779, 49.095405999499306]}"
57643;;Chemin de la Quinellerie;375000;1;180+496;e5f30f5e-6667-11e3-a7ff-01f464e0362d;510509.6196999997;6919580.967;0.39241501100687;49.34761880159731;49.3476188016,0.392415011007;49.3476188016,0.392415011007;"{""type"": ""Point"", ""coordinates"": [0.392415011006868, 49.34761880157768]}"
42946;;CC1;784000;1;117+238;e980a544-6667-11e3-a7ff-01f464e0362d;786877.2713000029;6496268.230300002;4.113688247600333;45.5603974743989;45.5603974744,4.1136882476;45.5603974744,4.1136882476;"{""type"": ""Point"", ""coordinates"": [4.113688247600332, 45.56039747438086]}"
50773;des Casernes;Cité Administrative;621000;1;076+247;e596fee0-6667-11e3-a7ff-01f464e0362d;520358.2655000016;6456099.5953;0.712564242861308;45.18078543666254;45.1807854367,0.712564242861;45.1807854366,0.712564242861;"{""type"": ""Point"", ""coordinates"": [0.712564242861307, 45.18078543664343]}"
59387;;Chemin Grande-Roye;060000;1;020+050;e6d4e90c-6667-11e3-a7ff-01f464e0362d;968245.6740000024;6780638.1259;6.602848234144274;48.07103467978685;48.0710346798,6.60284823414;48.0710346798,6.60284823414;"{""type"": ""Point"", ""coordinates"": [6.602848234144274, 48.07103467976067]}"
54917;;CV 5;272000;1;086+063;e9941b06-6667-11e3-a7ff-01f464e0362d;659342.1853;6940343.622000001;2.438278839635312;49.561054239720065;49.5610542397,2.43827883964;49.5610542397,2.43827883964;"{""type"": ""Point"", ""coordinates"": [2.438278839635311, 49.56105423970146]}"
45795;;;720000;1;266+910;e5659a52-6667-11e3-a7ff-01f464e0362d;639990.7721000016;6407960.3587;2.241582081490061;44.768190317434666;44.7681903174,2.24158208149;44.7681903174,2.24158208149;"{""type"": ""Point"", ""coordinates"": [2.24158208149006, 44.76819031741442]}"
45339;;;695000;1;501+997;e92aa406-6667-11e3-a7ff-01f464e0362d;651637.7745999992;6452371.5342000015;2.384398643010866;45.16895029684131;45.1689502968,2.38439864301;45.1689502968,2.38439864301;"{""type"": ""Point"", ""coordinates"": [2.384398643010865, 45.168950296822196]}"
40187;du Gravillou;Chemin de Borde-Haut;738000;1;268+036;e876dc0a-6667-11e3-a7ff-01f464e0362d;607504.8862000033;6289171.051600002;1.852871078696242;43.695525351764566;43.6955253518,1.8528710787;43.6955253517,1.8528710787;"{""type"": ""Point"", ""coordinates"": [1.852871078696241, 43.69552535174153]}"
52100;Laplace;;664000;1;268+862;e8f58754-6667-11e3-a7ff-01f464e0362d;406560.91139999777;6223319.7313;-0.599746319072241;43.04898122558795;43.0489812256,-0.599746319072;43.0489812256,-0.599746319072;"{""type"": ""Point"", ""coordinates"": [-0.599746319072243, 43.04898122556339]}"
46910;;;790000;1;360+924;e9288f5e-6667-11e3-a7ff-01f464e0362d;729930.6432999969;6563622.1688;3.387948515448438;46.1717664497661;46.1717664498,3.38794851545;46.1717664497,3.38794851545;"{""type"": ""Point"", ""coordinates"": [3.387948515448438, 46.171766449749846]}"
63945;;;070000;1;427+310;e649d25c-6667-11e3-a7ff-01f464e0362d;995487.4117999971;6852868.333299998;7.017457982006983;48.70828782663231;48.7082878266,7.01745798201;48.7082878266,7.01745798201;"{""type"": ""Point"", ""coordinates"": [7.017457982006984, 48.70828782660948]}"
57353;;CD 201;366000;1;292+792;e8bb8a66-6667-11e3-a7ff-01f464e0362d;407424.8981000036;6911057.557300001;-1.018154490667909;49.23219387869746;49.2321938787,-1.01815449067;49.2321938787,-1.01815449067;"{""type"": ""Point"", ""coordinates"": [-1.018154490667912, 49.23219387867727]}"
52343;;RD 1;420000;1;119+657;e69b6d0e-6667-11e3-a7ff-01f464e0362d;556589.3060000017;6822412.8500000015;1.059078536423386;48.486110004762196;48.4861100048,1.05907853642;48.4861100047,1.05907853642;"{""type"": ""Point"", ""coordinates"": [1.059078536423384, 48.48611000473821]}"
45850;;;720000;1;289+467;e69d894a-6667-11e3-a7ff-01f464e0362d;644685.2202999964;6424290.301100001;2.299076994317931;44.915598188187886;44.9155981882,2.29907699432;44.9155981882,2.29907699432;"{""type"": ""Point"", ""coordinates"": [2.299076994317931, 44.91559818816805]}"
173356;PRO 2239 - RD 54;RD 54;566000;1;223+907;1fd21660-51eb-11e7-95ff-01a864e0362d;469246.2826000005;6490551.3682;0.045871544573485;45.47556291908421;45.4755629191,0.0458715445735;45.4755629191,0.0458715445735;"{""type"": ""Point"", ""coordinates"": [0.045871544573483, 45.47556291906595]}"
50637;;RN 21 Paris-Barèges;611000;1;445+710;e63ef784-6667-11e3-a7ff-01f464e0362d;542187.1407999992;6498099.573399998;0.976688569207617;45.56419771231611;45.5641977123,0.976688569208;45.5641977123,0.976688569208;"{""type"": ""Point"", ""coordinates"": [0.976688569207615, 45.564197712298096]}"
69347;;;935000;1;842+204;e65eab64-6667-11e3-a7ff-01f464e0362d;864449.4452999979;6254129.079300001;5.028042353586641;43.3672892836119;43.3672892836,5.02804235359;43.3672892836,5.02804235359;"{""type"": ""Point"", ""coordinates"": [5.028042353586641, 43.367289283588065]}"
59819;Ancien PRA;Route usine;085000;1;340+654;e99bf970-6667-11e3-a7ff-01f464e0362d;926854.8087000027;6910994.778499998;6.116606688660923;49.2583133889022;49.2583133889,6.11660668866;49.2583133889,6.11660668866;"{""type"": ""Point"", ""coordinates"": [6.116606688660924, 49.25831338888213]}"
53417;Tranchée couverte;;977000;1;001+790;e8bbf87c-6667-11e3-a7ff-01f464e0362d;648097.7709999979;6862316.0163;2.292592955891602;48.85878746858248;48.8587874686,2.29259295589;48.8587874686,2.29259295589;"{""type"": ""Point"", ""coordinates"": [2.292592955891601, 48.85878746856042]}"
45737;;CD 7;719000;1;688+430;e57b650c-6667-11e3-a7ff-01f464e0362d;636453.0392000005;6429649.920699999;2.19407627611004;44.96314461070626;44.9631446107,2.19407627611;44.9631446107,2.19407627611;"{""type"": ""Point"", ""coordinates"": [2.194076276110039, 44.963144610686555]}"
41388;;CD 38 de Choisy;830000;1;013+557;e859eee8-6667-11e3-a7ff-01f464e0362d;659173.2895999998;6848879.497299999;2.444829834820103;48.73874399353641;48.7387439935,2.44482983482;48.7387439935,2.44482983482;"{""type"": ""Point"", ""coordinates"": [2.444829834820101, 48.73874399351374]}"
63466;Du Côteau-Cavalier;Rue Pitot prolongée;790000;1;720+472;e8fdc658-6667-11e3-a7ff-01f464e0362d;810831.1436000019;6306354.230900001;4.37821019510146;43.84749297935579;43.8474929794,4.3782101951;43.8474929793,4.3782101951;"{""type"": ""Point"", ""coordinates"": [4.37821019510146, 43.84749297933314]}"
57012;Pont n°7 Sud III;Liaison A 13 et A 15;365000;1;003+580;e5da91fa-6667-11e3-a7ff-01f464e0362d;559271.1542999968;6927700.084100001;1.060364431049014;49.43318606064667;49.4331860606,1.06036443105;49.4331860606,1.06036443105;"{""type"": ""Point"", ""coordinates"": [1.060364431049012, 49.43318606062745]}"
63338;;Chemin de Capelade;722000;1;606+118;e57ed564-6667-11e3-a7ff-01f464e0362d;715404.2888000011;6372590.7949;3.193594477255528;44.45219838984252;44.4521983898,3.19359447726;44.4521983898,3.19359447726;"{""type"": ""Point"", ""coordinates"": [3.193594477255527, 44.45219838982144]}"
63373;;Route de Banyuls D 914;677000;1;508+325;e8fb5dcc-6667-11e3-a7ff-01f464e0362d;713807.0420000032;6149432.5755;3.167569381057903;42.44465335957558;42.4446533596,3.16756938106;42.4446533595,3.16756938106;"{""type"": ""Point"", ""coordinates"": [3.167569381057902, 42.44465335954969]}"
38664;;42 B;648000;1;035+384;e67e70b2-6667-11e3-a7ff-01f464e0362d;551000.1118000001;6283816.729200002;1.153855484604695;43.63771886854278;43.6377188685,1.1538554846;43.6377188685,1.1538554846;"{""type"": ""Point"", ""coordinates"": [1.153855484604694, 43.637718868519606]}"
44349;;;830000;1;572+720;e581699e-6667-11e3-a7ff-01f464e0362d;842106.931599997;6467165.512600001;4.812917373220238;45.289166889883866;45.2891668899,4.81291737322;45.2891668899,4.81291737322;"{""type"": ""Point"", ""coordinates"": [4.812917373220239, 45.28916688986507]}"
34403;de Bouin;CD 791;420000;1;453+849;e67c8942-6667-11e3-a7ff-01f464e0362d;293253.2478;6832614.1175;-2.506724012557624;48.46609542831385;48.4660954283,-2.50672401256;48.4660954283,-2.50672401256;"{""type"": ""Point"", ""coordinates"": [-2.506724012557626, 48.466095428289755]}"
175160;PRO 0127;RD301;408000;1;012+636;ff836388-6b9b-11e7-beff-010c64e0362d;500504.2875000015;6780440.482900001;0.319801903030845;48.09386468517233;48.0938646852,0.319801903031;48.0938646851,0.319801903031;"{""type"": ""Point"", ""coordinates"": [0.319801903030844, 48.09386468514628]}"
64457;;Rue de Mulhouse;120000;1;000+860;e87989ae-6667-11e3-a7ff-01f464e0362d;1023174.941399999;6783306.135699999;7.341220458963641;48.070159127064414;48.0701591271,7.34122045896;48.070159127,7.34122045896;"{""type"": ""Point"", ""coordinates"": [7.341220458963643, 48.07015912703822]}"
88327;PRO 21030;RD 204;752000;1;579+228;e5d9e55c-6667-11e3-a7ff-01f464e0362d;835811.6435000002;6357056.1591;4.702352274902789;44.29935213322269;44.2993521332,4.7023522749;44.2993521332,4.7023522749;"{""type"": ""Point"", ""coordinates"": [4.702352274902787, 44.299352133201204]}"
29587;Pont-Sarrail;Rue Sarrail;001000;1;164+160;e6de6898-6667-11e3-a7ff-01f464e0362d;778448.8708000034;6801947.903499998;4.058165524276205;48.313123475724545;48.3131234757,4.05816552428;48.3131234757,4.05816552428;"{""type"": ""Point"", ""coordinates"": [4.058165524276205, 48.313123475699655]}"
47500;;;798000;1;060+782;e958dd40-6667-11e3-a7ff-01f464e0362d;770752.4215999991;6444409.695;3.899430391065091;45.09533062621443;45.0953306262,3.89943039107;45.0953306262,3.89943039107;"{""type"": ""Point"", ""coordinates"": [3.899430391065091, 45.09533062619509]}"
35714;de Souvigné;;450000;1;259+900;e8b8dca8-6667-11e3-a7ff-01f464e0362d;449183.3706;6753977.903999999;-0.353848831268333;47.8382494375425;47.8382494375,-0.353848831268;47.8382494375,-0.353848831268;"{""type"": ""Point"", ""coordinates"": [-0.353848831268335, 47.83824943751508]}"
57347;;VC 2;366000;1;289+480;e97a3670-6667-11e3-a7ff-01f464e0362d;410731.31369999796;6911172.377500001;-0.972901297214355;49.23472821530938;49.2347282153,-0.972901297214;49.2347282153,-0.972901297214;"{""type"": ""Point"", ""coordinates"": [-0.972901297214359, 49.234728215289195]}"
132183;;;830361;1;810+335;e55b2426-6667-11e3-a7ff-01f464e0362d;862237.579400003;6277514.6426;5.00810945531564;43.57812489319371;43.5781248932,5.00810945532;43.5781248932,5.00810945532;"{""type"": ""Point"", ""coordinates"": [5.00810945531564, 43.5781248931704]}"
49286;;Rue des Justices;500000;1;412+002;e6bd9afc-6667-11e3-a7ff-01f464e0362d;435904.5973000005;6587873.3519;-0.434635596986807;46.33907644632284;46.3390764463,-0.434635596987;46.3390764463,-0.434635596987;"{""type"": ""Point"", ""coordinates"": [-0.434635596986808, 46.339076446307054]}"
53126;des Comtesses;Rue Des Comtesses;556000;1;003+266;e63e598a-6667-11e3-a7ff-01f464e0362d;587939.9321999997;6816050.090999998;1.484911436607923;48.43505447033488;48.4350544703,1.48491143661;48.4350544703,1.48491143661;"{""type"": ""Point"", ""coordinates"": [1.484911436607921, 48.43505447031064]}"
52171;;CD 232;665000;1;238+169;e6794d00-6667-11e3-a7ff-01f464e0362d;419770.8575000018;6231387.9012;-0.442215821334259;43.12677138996136;43.12677139,-0.442215821334;43.1267713899,-0.442215821334;"{""type"": ""Point"", ""coordinates"": [-0.44221582133426, 43.12677138993696]}"
53878;Pont route sous l'autoroute B3 et sur les voies paires de la ligne 070;Autoroute B 3;070000;1;009+813;e57b9eb0-6667-11e3-a7ff-01f464e0362d;661242.3436999992;6866270.3081;2.471381274399545;48.895272696698804;48.8952726967,2.4713812744;48.8952726967,2.4713812744;"{""type"": ""Point"", ""coordinates"": [2.471381274399544, 48.895272696676926]}"
52813;34-70;VC 3;431000;1;169+973;e59c26b2-6667-11e3-a7ff-01f464e0362d;549670.5063999966;6739660.130600002;0.993926600321683;47.74014610981596;47.7401461098,0.993926600322;47.7401461098,0.993926600322;"{""type"": ""Point"", ""coordinates"": [0.993926600321681, 47.74014610978799]}"
64779;;CD 52;146000;1;045+070;e95be0a0-6667-11e3-a7ff-01f464e0362d;1061461.0573000014;6881488.2049;7.936621046601132;48.931647741840045;48.9316477418,7.9366210466;48.9316477418,7.9366210466;"{""type"": ""Point"", ""coordinates"": [7.936621046601135, 48.93164774181834]}"
32598;OA n°13 A Zone 3;Parvis Euralille;216000;1;011+384;e8799ec8-6667-11e3-a7ff-01f464e0362d;705505.5085999966;7060009.7313;3.077691082830278;50.63702473327612;50.6370247333,3.07769108283;50.6370247333,3.07769108283;"{""type"": ""Point"", ""coordinates"": [3.077691082830277, 50.63702473326244]}"
44478;;CR 50;830000;1;620+438;e85ebed0-6667-11e3-a7ff-01f464e0362d;848405.1643999964;6423854.819899999;4.880083420667481;44.89798005714103;44.8979800571,4.88008342067;44.8979800571,4.88008342067;"{""type"": ""Point"", ""coordinates"": [4.88008342066748, 44.89798005712114]}"
173340;PRO 1975 - VC6 + rando;VC6 + rando;566000;1;197+580;1fd2bbdc-51eb-11e7-95ff-01a864e0362d;471720.23700000346;6516458.6285;0.06519267006582;45.70951995307831;45.7095199531,0.0651926700658;45.7095199531,0.0651926700658;"{""type"": ""Point"", ""coordinates"": [0.065192670065818, 45.70951995306069]}"
69087;;;830000;1;810+726;e718776e-6667-11e3-a7ff-01f464e0362d;862952.3984000012;6277494.8423000015;5.016947090073141;43.57778289281854;43.5777828928,5.01694709007;43.5777828928,5.01694709007;"{""type"": ""Point"", ""coordinates"": [5.016947090073141, 43.57778289279521]}"
52344;;CR -de-St-Maurice;420000;1;120+330;e5bb1c12-6667-11e3-a7ff-01f464e0362d;555920.320100002;6822320.307;1.050059071003728;48.485129480788835;48.4851294808,1.050059071;48.4851294808,1.050059071;"{""type"": ""Point"", ""coordinates"": [1.050059071003727, 48.48512948076485]}"
114459;;VC 1;005000;1;117+547;e5593d82-6667-11e3-a7ff-01f464e0362d;775979.9240999967;6900419.641399998;4.042400207240975;49.19898698094817;49.1989869809,4.04240020724;49.1989869809,4.04240020724;"{""type"": ""Point"", ""coordinates"": [4.042400207240975, 49.198986980927806]}"
51180;de Cerons;CD 117;640000;1;030+128;e71e2aa4-6667-11e3-a7ff-01f464e0362d;435208.9148999974;6397917.7634;-0.339263766217359;44.62995896450016;44.6299589645,-0.339263766217;44.6299589645,-0.339263766217;"{""type"": ""Point"", ""coordinates"": [-0.33926376621736, 44.62995896447957]}"
49714;;RN 7;544000;1;012+701;e5fd83c6-6667-11e3-a7ff-01f464e0362d;408375.8342999965;6517912.2359;-0.748971016383089;45.69846375800404;45.698463758,-0.748971016383;45.698463758,-0.748971016383;"{""type"": ""Point"", ""coordinates"": [-0.748971016383091, 45.69846375798642]}"
49215;;VRU U5;909000;1;006+474;e5be36d0-6667-11e3-a7ff-01f464e0362d;918355.9045000002;6457697.966600001;5.780740837075769;45.18398493864896;45.1839849386,5.78074083708;45.1839849386,5.78074083708;"{""type"": ""Point"", ""coordinates"": [5.780740837075769, 45.183984938629855]}"
66249;;459;849000;1;346+613;e60e4024-6667-11e3-a7ff-01f464e0362d;860148.6900999993;6715325.633099999;5.128293555752434;47.518872426728876;47.5188724267,5.12829355575;47.5188724267,5.12829355575;"{""type"": ""Point"", ""coordinates"": [5.128293555752435, 47.518872426699694]}"
35835;;;460000;1;304+775;e98b2782-6667-11e3-a7ff-01f464e0362d;413689.5891999975;6745534.296100002;-0.822304290929597;47.747822153627745;47.7478221536,-0.82230429093;47.7478221536,-0.82230429093;"{""type"": ""Point"", ""coordinates"": [-0.8223042909296, 47.74782215359983]}"
54611;;RN 16 de Paris à Dunkerque;242000;1;052+212;e5dc9574-6667-11e3-a7ff-01f464e0362d;662358.1039000005;6908917.8607;2.482788819230964;49.27878550645988;49.2787855065,2.48278881923;49.2787855064,2.48278881923;"{""type"": ""Point"", ""coordinates"": [2.482788819230963, 49.27878550643993]}"
64792;;;150000;1;004+728;e67c547c-6667-11e3-a7ff-01f464e0362d;1054264.2611000016;6865130.725400001;7.824945395699464;48.78882094236397;48.7888209424,7.8249453957;48.7888209423,7.8249453957;"{""type"": ""Point"", ""coordinates"": [7.824945395699465, 48.788820942341545]}"
54901;;CV  4;272000;1;078+940;e67ee30a-6667-11e3-a7ff-01f464e0362d;658692.3356000036;6933431.5715;2.429990287816637;49.49889464898082;49.498894649,2.42999028782;49.498894649,2.42999028782;"{""type"": ""Point"", ""coordinates"": [2.429990287816636, 49.49889464896193]}"
55085;;Déviation CD 140;328000;1;015+730;e8bf156a-6667-11e3-a7ff-01f464e0362d;646037.7014999986;6877180.8191;2.262624714515345;48.99228624550835;48.9922862455,2.26262471452;48.9922862455,2.26262471452;"{""type"": ""Point"", ""coordinates"": [2.262624714515344, 48.99228624548697]}"
44497;;CV 2;830000;1;633+935;e89bbd62-6667-11e3-a7ff-01f464e0362d;844984.3906000033;6410966.510400001;4.832973344896344;44.78269873606846;44.7826987361,4.8329733449;44.782698736,4.8329733449;"{""type"": ""Point"", ""coordinates"": [4.832973344896343, 44.782698736048275]}"
65634;;905;830000;1;231+829;e90d169a-6667-11e3-a7ff-01f464e0362d;791720.3901000023;6730969.6457;4.222333655313064;47.67272475311779;47.6727247531,4.22233365531;47.6727247531,4.22233365531;"{""type"": ""Point"", ""coordinates"": [4.222333655313063, 47.67272475308943]}"
38434;Luche;;640000;1;230+074;e56b4122-6667-11e3-a7ff-01f464e0362d;563594.7475999966;6304106.4684999995;1.304458730356834;43.822790038534265;43.8227900385,1.30445873036;43.8227900385,1.30445873036;"{""type"": ""Point"", ""coordinates"": [1.304458730356833, 43.82279003851155]}"
32589;OA n°8 (TGV);Appuis saut-de-mouton Becquerel;216000;1;010+590;e64ce546-6667-11e3-a7ff-01f464e0362d;705888.1586000025;7059378.622000001;3.083081480799604;50.6313575002955;50.6313575003,3.0830814808;50.6313575003,3.0830814808;"{""type"": ""Point"", ""coordinates"": [3.083081480799603, 50.631357500281794]}"
55485;;Raccordement  A1 et  A 86;992300;1;000+576;e949e59a-6667-11e3-a7ff-01f464e0362d;656922.7260999978;6871010.718899999;2.411986277553126;48.93762615829436;48.9376261583,2.41198627755;48.9376261583,2.41198627755;"{""type"": ""Point"", ""coordinates"": [2.411986277553126, 48.937626158272685]}"
60843;de Tiercelet;RN 52;220000;1;361+606;e6370bac-6667-11e3-a7ff-01f464e0362d;908810.0251000002;6931858.953600001;5.879377524617805;49.451879462145754;49.4518794621,5.87937752462;49.4518794621,5.87937752462;"{""type"": ""Point"", ""coordinates"": [5.879377524617807, 49.45187946212665]}"
51689;des Sources;;655000;1;014+739;e56b42e2-6667-11e3-a7ff-01f464e0362d;406330.88539999723;6414220.708700001;-0.71259337921016;44.76498089523581;44.7649808952,-0.71259337921;44.7649808952,-0.71259337921;"{""type"": ""Point"", ""coordinates"": [-0.712593379210161, 44.764980895215565]}"
