GUID;IDRESEAU;CODE_LIGNE;LIB_LIGNE;PK;LIBELLE;RG_TRONCON;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
14440AD8666811E38CFF01F464E0362D;29316;752000;Ligne de Combs-la-Ville à St-Louis (LGV);333+172;Mâcon;1;14440ad8-6668-11e3-8cff-01f464e0362d;836580.3630999997;6578145.2355;4.774243736167203;46.28938803881014;46.2893880388,4.77424373617;46.2893880388,4.77424373617;"{""type"": ""Point"", ""coordinates"": [4.774243736167203, 46.28938803879422]}"
1444088C666811E38CFF01F464E0362D;29322;830000;Ligne de Paris-Lyon à Marseille-St-Charles;002+200;Valmy;1;1444088c-6668-11e3-8cff-01f464e0362d;655774.3452000022;6859178.254099999;2.397543526283183;48.831142194486475;48.8311421945,2.39754352628;48.8311421945,2.39754352628;"{""type"": ""Point"", ""coordinates"": [2.397543526283182, 48.83114219446427]}"
14431E7C666811E38CFF01F464E0362D;29429;800000;Ligne de Givors-Canal à Grezan;675+908;Viviers;1;14431e7c-6668-11e3-8cff-01f464e0362d;834286.2351000011;6375443.5929000005;4.688164408902044;44.46512662652053;44.4651266265,4.6881644089;44.4651266265,4.6881644089;"{""type"": ""Point"", ""coordinates"": [4.688164408902044, 44.465126626499476]}"
14437F24666811E38CFF01F464E0362D;29534;722000;Ligne de Béziers à Neussargues;507+784;Montpaon;1;14437f24-6668-11e3-8cff-01f464e0362d;708726.9654000029;6307471.5218;3.108551832459308;43.866198057541126;43.8661980575,3.10855183246;43.8661980575,3.10855183246;"{""type"": ""Point"", ""coordinates"": [3.108551832459307, 43.866198057518524]}"
14418938666811E38CFF01F464E0362D;29392;830000;Ligne de Paris-Lyon à Marseille-St-Charles;653+600;Champ-de-l'Aygue;1;14418938-6668-11e3-8cff-01f464e0362d;839885.8229999989;6393479.543699998;4.763599380592432;44.62635168195908;44.626351682,4.76359938059;44.6263516819,4.76359938059;"{""type"": ""Point"", ""coordinates"": [4.763599380592431, 44.62635168193846]}"
144448A6666811E38CFF01F464E0362D;29193;584000;Ligne de Ravezies à Pointe-de-Grave;092+560;Soulac;1;144448a6-6668-11e3-8cff-01f464e0362d;378783.8577999994;6497830.802200001;-1.115289181844419;45.50459468753858;45.5045946875,-1.11528918184;45.5045946875,-1.11528918184;"{""type"": ""Point"", ""coordinates"": [-1.115289181844421, 45.504594687520395]}"
14410E84666811E38CFF01F464E0362D;29483;830000;Ligne de Paris-Lyon à Marseille-St-Charles;852+024;L'Estaque;1;14410e84-6668-11e3-8cff-01f464e0362d;888569.0986000001;6254387.824000001;5.325426499995521;43.363635338544256;43.3636353385,5.3254265;43.3636353385,5.3254265;"{""type"": ""Point"", ""coordinates"": [5.325426499995521, 43.363635338520425]}"
14410CA8666811E38CFF01F464E0362D;29366;860000;Ligne de Dijon-Ville à St-Amour;366+970;Navilly;1;14410ca8-6668-11e3-8cff-01f464e0362d;862861.1045000032;6650131.2874;5.140838352725999;46.931506302849684;46.9315063028,5.14083835273;46.9315063028,5.14083835273;"{""type"": ""Point"", ""coordinates"": [5.140838352725998, 46.93150630283565]}"
14420308666811E38CFF01F464E0362D;85295;311000;Ligne de Longueau à Boulogne-Ville;248+537;Pont-de-Briques;1;14420308-6668-11e3-8cff-01f464e0362d;602637.6036000028;7066069.801399998;1.624717853847102;50.68382262154355;50.6838226215,1.62471785385;50.6838226215,1.62471785385;"{""type"": ""Point"", ""coordinates"": [1.6247178538471, 50.68382262153008]}"
1440B78A666811E38CFF01F464E0362D;29276;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;244+820;La Belonière;3;1440b78a-6668-11e3-8cff-01f464e0362d;523648.1704000011;6693732.3257;0.664978664147116;47.320446724939494;47.3204467249,0.664978664147;47.3204467249,0.664978664147;"{""type"": ""Point"", ""coordinates"": [0.664978664147114, 47.32044672490919]}"
1443FA5E666811E38CFF01F464E0362D;29247;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;352+754;L'Age;2;1443fa5e-6668-11e3-8cff-01f464e0362d;578425.4077999964;6564054.323399998;1.424285557142506;46.16539655530877;46.1653965553,1.42428555714;46.1653965553,1.42428555714;"{""type"": ""Point"", ""coordinates"": [1.424285557142505, 46.16539655529249]}"
1440E2C2666811E38CFF01F464E0362D;29234;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;378+285;La Cour;3;1440e2c2-6668-11e3-8cff-01f464e0362d;487073.77130000293;6574071.596900001;0.236503558749885;46.232968879323856;46.2329688793,0.23650355875;46.2329688793,0.23650355875;"{""type"": ""Point"", ""coordinates"": [0.236503558749883, 46.23296887930776]}"
14433A6E666811E38CFF01F464E0362D;29391;752000;Ligne de Combs-la-Ville à St-Louis (LGV);494+343;Chambaud;1;14433a6e-6668-11e3-8cff-01f464e0362d;855813.5901999995;6435536.7722;4.977605167179993;45.001499293266235;45.0014992933,4.97760516718;45.0014992932,4.97760516718;"{""type"": ""Point"", ""coordinates"": [4.977605167179993, 45.00149929324664]}"
1443C344666811E38CFF01F464E0362D;29520;722000;Ligne de Béziers à Neussargues;446+670;Espondeilhan;1;1443c344-6668-11e3-8cff-01f464e0362d;720376.3772;6260399.431400001;3.251588754324247;43.44240756841844;43.4424075684,3.25158875432;43.4424075684,3.25158875432;"{""type"": ""Point"", ""coordinates"": [3.251588754324246, 43.442407568394785]}"
1443C150666811E38CFF01F464E0362D;29522;810000;Ligne de Tarascon à Sète-Ville;010+819;Firminelles;1;1443c150-6668-11e3-8cff-01f464e0362d;823684.052199997;6300597.360599998;4.536607793179146;43.79356137836913;43.7935613784,4.53660779318;43.7935613783,4.53660779318;"{""type"": ""Point"", ""coordinates"": [4.536607793179146, 43.793561378346325]}"
1442142A666811E38CFF01F464E0362D;29515;722000;Ligne de Béziers à Neussargues;592+942;Campagnac;1;1442142a-6668-11e3-8cff-01f464e0362d;705061.9196999967;6369228.4804;3.063582118180932;44.42208277858455;44.4220827786,3.06358211818;44.4220827786,3.06358211818;"{""type"": ""Point"", ""coordinates"": [3.063582118180931, 44.422082778563386]}"
14412E06666811E38CFF01F464E0362D;29303;745000;Ligne de Villeneuve-St-Georges à Montargis;065+174;Griault;1;14412e06-6668-11e3-8cff-01f464e0362d;654871.438500002;6809668.342;2.390450547845797;48.385745984215085;48.3857459842,2.39045054785;48.3857459842,2.39045054785;"{""type"": ""Point"", ""coordinates"": [2.390450547845795, 48.38574598419058]}"
144208F0666811E38CFF01F464E0362D;29093;226000;Ligne de Gonesse à Lille-Frontière (LGV);164+195;Étinchelle;1;144208f0-6668-11e3-8cff-01f464e0362d;693155.3192000017;7025194.8204;2.904008424873251;50.32450444274978;50.3245044427,2.90400842487;50.3245044427,2.90400842487;"{""type"": ""Point"", ""coordinates"": [2.904008424873249, 50.32450444273472]}"
1442DB6C666811E38CFF01F464E0362D;29382;830000;Ligne de Paris-Lyon à Marseille-St-Charles;334+300;Vosne-Romanée;1;1442db6c-6668-11e3-8cff-01f464e0362d;848761.0754000023;6674129.969300002;4.963413155271844;47.15079875646261;47.1507987565,4.96341315527;47.1507987564,4.96341315527;"{""type"": ""Point"", ""coordinates"": [4.963413155271843, 47.15079875644922]}"
1440BED4666811E38CFF01F464E0362D;29273;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;153+086;Vouzon;2;1440bed4-6668-11e3-8cff-01f464e0362d;623577.6121999994;6728295.7863;1.981973343629954;47.65061341273898;47.6506134127,1.98197334363;47.6506134127,1.98197334363;"{""type"": ""Point"", ""coordinates"": [1.981973343629952, 47.65061341271053]}"
1442E36E666811E38CFF01F464E0362D;29370;850000;Ligne de Dijon-Ville à Vallorbe (frontière);355+872;Ribaux;1;1442e36e-6668-11e3-8cff-01f464e0362d;884802.8989999965;6671259.759399999;5.437666799722279;47.11592658595142;47.115926586,5.43766679972;47.1159265859,5.43766679972;"{""type"": ""Point"", ""coordinates"": [5.43766679972228, 47.11592658593793]}"
1443C536666811E38CFF01F464E0362D;29518;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;461+570;Castellas;1;1443c536-6668-11e3-8cff-01f464e0362d;746151.7687000036;6248710.703499999;3.568792042294914;43.336049216532885;43.3360492165,3.56879204229;43.3360492165,3.56879204229;"{""type"": ""Point"", ""coordinates"": [3.568792042294913, 43.33604921650897]}"
1442B046666811E38CFF01F464E0362D;131383;132000;Ligne de Lutterbach à Rond point Stricker;003+312;Mulhouse Zu Rhein;1;1442b046-6668-11e3-8cff-01f464e0362d;1022907.1479000002;6747192.002099998;7.311170263179459;47.74576581205471;47.7457658121,7.31117026318;47.745765812,7.31117026318;"{""type"": ""Point"", ""coordinates"": [7.311170263179459, 47.745765812026775]}"
1442BD3A666811E38CFF01F464E0362D;29194;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;111+048;Aiguillon;1;1442bd3a-6668-11e3-8cff-01f464e0362d;487690.0625;6355649.170000002;0.339956653281797;44.26767328529553;44.2676732853,0.339956653282;44.2676732853,0.339956653282;"{""type"": ""Point"", ""coordinates"": [0.339956653281795, 44.26767328527396]}"
85C36AA2DFBC11E3A8FF01A464E0362D;156578;519000;Ligne de Nantes-Orléans à Châteaubriant;457+750;La Cosnière;1;85c36aa2-dfbc-11e3-a8ff-01a464e0362d;360853.7466999963;6715534.748599999;-1.503440194484919;47.45310342993205;47.4531034299,-1.50344019448;47.4531034299,-1.50344019448;"{""type"": ""Point"", ""coordinates"": [-1.503440194484921, 47.45310342990249]}"
1442120C666811E38CFF01F464E0362D;29437;900000;Ligne de Culoz à Modane (frontière);176+395;Aiguebelle;1;1442120c-6668-11e3-8cff-01f464e0362d;958505.0495999977;6498227.209600002;6.313130028101688;45.53471274854958;45.5347127485,6.3131300281;45.5347127485,6.3131300281;"{""type"": ""Point"", ""coordinates"": [6.313130028101688, 45.534712748531476]}"
1440D9B8666811E38CFF01F464E0362D;29238;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;253+247;La Lande;2;1440d9b8-6668-11e3-8cff-01f464e0362d;610375.2471999973;6640970.4943;1.823459747350673;46.86289270770113;46.8628927077,1.82345974735;46.8628927077,1.82345974735;"{""type"": ""Point"", ""coordinates"": [1.823459747350672, 46.862892707686896]}"
144330AE666811E38CFF01F464E0362D;29398;830000;Ligne de Paris-Lyon à Marseille-St-Charles;556+644;Clonas;1;144330ae-6668-11e3-8cff-01f464e0362d;838380.7182999998;6482593.045699999;4.769807150925963;45.428809096849335;45.4288090968,4.76980715093;45.4288090968,4.76980715093;"{""type"": ""Point"", ""coordinates"": [4.769807150925962, 45.42880909683094]}"
14426C06666811E38CFF01F464E0362D;29381;830000;Ligne de Paris-Lyon à Marseille-St-Charles;279+760;Verrey;1;14426c06-6668-11e3-8cff-01f464e0362d;827000.0474999994;6704921.389800001;4.684966592269538;47.432447847965875;47.432447848,4.68496659227;47.4324478479,4.68496659227;"{""type"": ""Point"", ""coordinates"": [4.684966592269538, 47.4324478479362]}"
14427710666811E38CFF01F464E0362D;29502;930000;Ligne de Marseille-St-Charles à Vintimille (frontière);011+800;La Penne;1;14427710-6668-11e3-8cff-01f464e0362d;903616.6062000021;6246161.8664;5.507650998175042;43.285528590549;43.2855285905,5.50765099818;43.2855285905,5.50765099818;"{""type"": ""Point"", ""coordinates"": [5.507650998175042, 43.28552859052499]}"
144363C4666811E38CFF01F464E0362D;29258;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;486+519;Le Gauchet;2;144363c4-6668-11e3-8cff-01f464e0362d;581957.1225000024;6461043.7346;1.49548371840836;45.23860786719672;45.2386078672,1.49548371841;45.2386078672,1.49548371841;"{""type"": ""Point"", ""coordinates"": [1.495483718408359, 45.238607867177784]}"
14426A22666811E38CFF01F464E0362D;85289;672000;Ligne de Portet-St-Simon à Puigcerda (frontière);064+396;Pamiers;1;14426a22-6668-11e3-8cff-01f464e0362d;587621.3663000017;6224907.8827;1.620245802869413;43.11460309347501;43.1146030935,1.62024580287;43.1146030935,1.62024580287;"{""type"": ""Point"", ""coordinates"": [1.620245802869412, 43.1146030934506]}"
1442915C666811E38CFF01F464E0362D;29302;745000;Ligne de Villeneuve-St-Georges à Montargis;047+788;Ballancourt;1;1442915c-6668-11e3-8cff-01f464e0362d;653112.1147999987;6824965.7568;2.365026942716657;48.523236107918805;48.5232361079,2.36502694272;48.5232361079,2.36502694272;"{""type"": ""Point"", ""coordinates"": [2.365026942716656, 48.52323610789503]}"
14417398666811E38CFF01F464E0362D;29052;070000;Ligne de Noisy-le-Sec à Strasbourg-Ville;088+763;Chézy-sur-Marne;1;14417398-6668-11e3-8cff-01f464e0362d;727269.8409999982;6877352.421399999;3.372651643208056;48.995516324073805;48.9955163241,3.37265164321;48.9955163241,3.37265164321;"{""type"": ""Point"", ""coordinates"": [3.372651643208056, 48.995516324052424]}"
1440150C666811E38CFF01F464E0362D;29141;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;047+433;Bellevue;1;1440150c-6668-11e3-8cff-01f464e0362d;641095.5948000029;6822697.3094;2.202614939680554;48.50184994900274;48.501849949,2.20261493968;48.501849949,2.20261493968;"{""type"": ""Point"", ""coordinates"": [2.202614939680553, 48.50184994897885]}"
1442A906666811E38CFF01F464E0362D;29059;032000;Ligne de Culmont-Chalindrey à Toul;054+687;Goncourt;1;1442a906-6668-11e3-8cff-01f464e0362d;894172.4689999968;6796298.227600001;5.615788939952271;48.23808040988554;48.2380804099,5.61578893995;48.2380804099,5.61578893995;"{""type"": ""Point"", ""coordinates"": [5.615788939952272, 48.23808040986025]}"
BF7AEBCCF8EF11E6ADFF01B864E0362D;172258;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;457+875;La Couronne;3;bf7aebcc-f8ef-11e6-adff-01b864e0362d;473798.0437999964;6503921.629900001;0.097802419283757;45.597395055156376;45.5973950552,0.0978024192838;45.5973950551,0.0978024192838;"{""type"": ""Point"", ""coordinates"": [0.097802419283755, 45.597395055138456]}"
14404C92666811E38CFF01F464E0362D;29145;977000;Ligne des Invalides à Versailles-Rive-Gauche;002+700;Champs-de-Mars;1;14404c92-6668-11e3-8cff-01f464e0362d;647563.5265000015;6861597.109099999;2.285400480252304;48.85227918038056;48.8522791804,2.28540048025;48.8522791804,2.28540048025;"{""type"": ""Point"", ""coordinates"": [2.285400480252303, 48.852279180358465]}"
1441AF62666811E38CFF01F464E0362D;127745;530000;Ligne de Nantes-Orléans à Saintes;074+150;La Thibaudière;1;1441af62-6668-11e3-8cff-01f464e0362d;361186.43559999764;6630481.626600001;-1.435656419278619;46.68875637664538;46.6887563766,-1.43565641928;46.6887563766,-1.43565641928;"{""type"": ""Point"", ""coordinates"": [-1.435656419278621, 46.688756376630636]}"
144068C8666811E38CFF01F464E0362D;29125;420000;Ligne de Paris-Montparnasse à Brest;105+711;Courville;1;144068c8-6668-11e3-8cff-01f464e0362d;569673.2153000012;6818275.1501;1.237344309808915;48.451657006717305;48.4516570067,1.23734430981;48.4516570067,1.23734430981;"{""type"": ""Point"", ""coordinates"": [1.237344309808914, 48.451657006693154]}"
144346D0666811E38CFF01F464E0362D;29521;722000;Ligne de Béziers à Neussargues;464+908;Faugères;1;144346d0-6668-11e3-8cff-01f464e0362d;714160.4565000013;6273333.081799999;3.175194903885441;43.558922451184515;43.5589224512,3.17519490389;43.5589224512,3.17519490389;"{""type"": ""Point"", ""coordinates"": [3.175194903885441, 43.55892245116115]}"
14429BB4666811E38CFF01F464E0362D;29395;752330;Raccordement de Lyon-St-Clair (LGV);390+040;Chanoz;1;14429bb4-6668-11e3-8cff-01f464e0362d;845170.5754999965;6525628.1028;4.86964349119269;45.81481844784642;45.8148184478,4.86964349119;45.8148184478,4.86964349119;"{""type"": ""Point"", ""coordinates"": [4.869643491192689, 45.814818447829126]}"
1441058C666811E38CFF01F464E0362D;29180;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;427+755;Le Palant;3;1441058c-6668-11e3-8cff-01f464e0362d;476944.9849999994;6529286.827199999;0.126303761137024;45.82668837441063;45.8266883744,0.126303761137;45.8266883744,0.126303761137;"{""type"": ""Point"", ""coordinates"": [0.126303761137023, 45.82668837439336]}"
143FB8FE666811E38CFF01F464E0362D;29482;830000;Ligne de Paris-Lyon à Marseille-St-Charles;715+017;Les Crémades;1;143fb8fe-6668-11e3-8cff-01f464e0362d;847285.2221999988;6338802.929299999;4.840786615260821;44.13278006832291;44.1327800683,4.84078661526;44.1327800683,4.84078661526;"{""type"": ""Point"", ""coordinates"": [4.840786615260821, 44.13278006830097]}"
14404924666811E38CFF01F464E0362D;29147;977000;Ligne des Invalides à Versailles-Rive-Gauche;008+040;Meudon;1;14404924-6668-11e3-8cff-01f464e0362d;644713.9350999966;6857344.4673999995;2.247121360478805;48.813796993420524;48.8137969934,2.24712136048;48.8137969934,2.24712136048;"{""type"": ""Point"", ""coordinates"": [2.247121360478803, 48.813796993398235]}"
1440C54C666811E38CFF01F464E0362D;29269;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;138+607;Les Relais;2;1440c54c-6668-11e3-8cff-01f464e0362d;620470.2782000005;6741721.5834;1.938180445159735;47.77107525332653;47.7710752533,1.93818044516;47.7710752533,1.93818044516;"{""type"": ""Point"", ""coordinates"": [1.938180445159733, 47.77107525329872]}"
1440C9D2666811E38CFF01F464E0362D;29267;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;190+740;Le Bourg;2;1440c9d2-6668-11e3-8cff-01f464e0362d;627852.9640000015;6691494.615699999;2.044849437653551;47.31984892412175;47.3198489241,2.04484943765;47.3198489241,2.04484943765;"{""type"": ""Point"", ""coordinates"": [2.04484943765355, 47.31984892409145]}"
1440CEB8666811E38CFF01F464E0362D;29263;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;179+600;Blois;2;1440ceb8-6668-11e3-8cff-01f464e0362d;574010.6120999977;6722100.766199999;1.323600016756845;47.58724749107191;47.5872474911,1.32360001676;47.587247491,1.32360001676;"{""type"": ""Point"", ""coordinates"": [1.323600016756844, 47.587247491043115]}"
1440D65A666811E38CFF01F464E0362D;29239;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;265+929;Le Madron;2;1440d65a-6668-11e3-8cff-01f464e0362d;599503.0244999975;6634410.679099999;1.682197801256533;46.80229044902134;46.802290449,1.68219780126;46.802290449,1.68219780126;"{""type"": ""Point"", ""coordinates"": [1.682197801256532, 46.80229044900692]}"
1440D65A666811E38CFF01F464E0362D;29239;594000;Ligne de Joué-lès-Tours à Châteauroux;342+110;Le Madron;1;1440d65a-6668-11e3-8cff-01f464e0362d;590449.6196999997;6637384.2894;1.562797316880593;46.827638443784224;46.8276384438,1.56279731688;46.8276384438,1.56279731688;"{""type"": ""Point"", ""coordinates"": [1.562797316880592, 46.827638443769885]}"
14435BDE666811E38CFF01F464E0362D;85243;650000;Ligne de Toulouse à Bayonne;104+052;Montréjeau;1;14435bde-6668-11e3-8cff-01f464e0362d;502071.43890000135;6222959.244399998;0.571142328643387;43.078526199452966;43.0785261995,0.571142328643;43.0785261994,0.571142328643;"{""type"": ""Point"", ""coordinates"": [0.571142328643385, 43.07852619942847]}"
14435FD4666811E38CFF01F464E0362D;29339;830000;Ligne de Paris-Lyon à Marseille-St-Charles;212+620;Pacy;1;14435fd4-6668-11e3-8cff-01f464e0362d;782797.6467999965;6743012.261799999;4.105686062062232;47.78228699070167;47.7822869907,4.10568606206;47.7822869907,4.10568606206;"{""type"": ""Point"", ""coordinates"": [4.105686062062232, 47.782286990673924]}"
14420CBA666811E38CFF01F464E0362D;29084;226000;Ligne de Gonesse à Lille-Frontière (LGV);053+697;La Herse;1;14420cba-6668-11e3-8cff-01f464e0362d;678314.0520000011;6918032.518300001;2.701552231371221;49.36145828555173;49.3614582856,2.70155223137;49.3614582855,2.70155223137;"{""type"": ""Point"", ""coordinates"": [2.701552231371221, 49.361458285532166]}"
143FFE90666811E38CFF01F464E0362D;29405;800000;Ligne de Givors-Canal à Grezan;640+935;Le Pouzin;1;143ffe90-6668-11e3-8cff-01f464e0362d;838573.8187000006;6407233.027899999;4.750908066654595;44.75040416674041;44.7504041667,4.75090806665;44.7504041667,4.75090806665;"{""type"": ""Point"", ""coordinates"": [4.750908066654596, 44.750404166720124]}"
144299D2666811E38CFF01F464E0362D;29424;830000;Ligne de Paris-Lyon à Marseille-St-Charles;602+528;Tain;1;144299d2-6668-11e3-8cff-01f464e0362d;846832.3418999985;6440751.491599999;4.865220847874563;45.05040527362074;45.0504052736,4.86522084787;45.0504052736,4.86522084787;"{""type"": ""Point"", ""coordinates"": [4.865220847874562, 45.05040527360129]}"
1441BC7A666811E38CFF01F464E0362D;29153;420000;Ligne de Paris-Montparnasse à Brest;475+540;Berno;1;1441bc7a-6668-11e3-8cff-01f464e0362d;273599.02160000056;6838786.7293;-2.777989923527711;48.50885924712482;48.5088592471,-2.77798992353;48.5088592471,-2.77798992353;"{""type"": ""Point"", ""coordinates"": [-2.777989923527715, 48.50885924710096]}"
144242AE666811E38CFF01F464E0362D;29506;930000;Ligne de Marseille-St-Charles à Vintimille (frontière);130+154;Vidauban;1;144242ae-6668-11e3-8cff-01f464e0362d;977999.5810000002;6265493.7729;6.433066298948586;43.43415345886502;43.4341534589,6.43306629895;43.4341534588,6.43306629895;"{""type"": ""Point"", ""coordinates"": [6.433066298948584, 43.43415345884135]}"
14428BB2666811E38CFF01F464E0362D;29479;830000;Ligne de Paris-Lyon à Marseille-St-Charles;777+247;Arles;1;14428bb2-6668-11e3-8cff-01f464e0362d;831956.6555999964;6287844.920699999;4.636073023252783;43.67733689406968;43.6773368941,4.63607302325;43.677336894,4.63607302325;"{""type"": ""Point"", ""coordinates"": [4.636073023252783, 43.67733689404662]}"
C71BB0D42F9F11E49CFF014864E0362D;163522;890000;Ligne de Lyon-Perrache à Genève (frontière);070+600;CFF Verbois;2;c71bb0d4-2f9f-11e4-9cff-014864e0362d;933886.6669000015;6571670.1052;6.034081940278668;46.2044309497935;46.2044309498,6.03408194028;46.2044309498,6.03408194028;"{""type"": ""Point"", ""coordinates"": [6.034081940278669, 46.204430949777326]}"
1440411C666811E38CFF01F464E0362D;29165;420000;Ligne de Paris-Montparnasse à Brest;194+986;Pont-de-Gennes;1;1440411c-6668-11e3-8cff-01f464e0362d;505745.96180000156;6773902.972399998;0.393069839949012;48.036647194919354;48.0366471949,0.393069839949;48.0366471949,0.393069839949;"{""type"": ""Point"", ""coordinates"": [0.39306983994901, 48.036647194893]}"
14441446666811E38CFF01F464E0362D;29305;746000;Ligne de Corbeil-Essonnes à Montereau;042+300;Villers;1;14441446-6668-11e3-8cff-01f464e0362d;665527.1391000003;6830151.509399999;2.532735589955186;48.570663319621595;48.5706633196,2.53273558996;48.5706633196,2.53273558996;"{""type"": ""Point"", ""coordinates"": [2.532735589955185, 48.57066331959806]}"
F561661E052811E7BFFF015064E0362D;172336;408000;Ligne de Connerré à Rennes (LGV);065+700;Auvers le Hamon;1;f561661e-0528-11e7-bfff-015064e0362d;455176.4579000026;6761699.958700001;-0.278088224921528;47.909949477993216;47.909949478,-0.278088224922;47.909949478,-0.278088224922;"{""type"": ""Point"", ""coordinates"": [-0.27808822492153, 47.90994947796617]}"
14415B6C666811E38CFF01F464E0362D;85278;340000;Ligne de Paris-St-Lazare au Havre;010+286;Lamorue;1;14415b6c-6668-11e3-8cff-01f464e0362d;642263.7564999983;6867832.536600001;2.212332636169283;48.907898589227095;48.9078985892,2.21233263617;48.9078985892,2.21233263617;"{""type"": ""Point"", ""coordinates"": [2.212332636169282, 48.907898589205296]}"
14448F2A666811E38CFF01F464E0362D;29254;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;437+905;Le Repaire;2;14448f2a-6668-11e3-8cff-01f464e0362d;581962.1046999991;6501797.173;1.485586449071436;45.605508239756375;45.6055082398,1.48558644907;45.6055082397,1.48558644907;"{""type"": ""Point"", ""coordinates"": [1.485586449071435, 45.60550823973849]}"
14449A30666811E38CFF01F464E0362D;136503;014000;Ligne Rhin-Rhône (LGV);048+157;Marnay;1;14449a30-6668-11e3-8cff-01f464e0362d;919772.7344999984;6692579.698600002;5.908913657693946;47.297098682403046;47.2970986824,5.90891365769;47.2970986824,5.90891365769;"{""type"": ""Point"", ""coordinates"": [5.908913657693947, 47.29709868237262]}"
14414DFC666811E38CFF01F464E0362D;29108;340000;Ligne de Paris-St-Lazare au Havre;116+449;Pont-de-l'Arche;1;14414dfc-6668-11e3-8cff-01f464e0362d;568593.3542999998;6914230.455699999;1.193051350964507;49.31413420475691;49.3141342048,1.19305135096;49.3141342047,1.19305135096;"{""type"": ""Point"", ""coordinates"": [1.193051350964505, 49.314134204737115]}"
1442E994666811E38CFF01F464E0362D;29361;830000;Ligne de Paris-Lyon à Marseille-St-Charles;413+338;Le Villars;1;1442e994-6668-11e3-8cff-01f464e0362d;848332.2563999966;6604198.936000001;4.935140731641902;46.521441910344635;46.5214419103,4.93514073164;46.5214419103,4.93514073164;"{""type"": ""Point"", ""coordinates"": [4.935140731641901, 46.521441910329386]}"
14434BE0666811E38CFF01F464E0362D;87408;005000;Ligne de Paris à Strasbourg (LGV);087+980;Vézilly;1;14434be0-6668-11e3-8cff-01f464e0362d;750332.9218000025;6896233.0614;3.690058863714749;49.16387943208977;49.1638794321,3.69005886371;49.1638794321,3.69005886371;"{""type"": ""Point"", ""coordinates"": [3.690058863714748, 49.16387943206924]}"
144158F6666811E38CFF01F464E0362D;29086;330000;Ligne de St-Denis à Dieppe;027+100;Liesse;1;144158f6-6668-11e3-8cff-01f464e0362d;635895.5649999976;6882554.892900001;2.123231210788092;49.0396746724577;49.0396746725,2.12323121079;49.0396746724,2.12323121079;"{""type"": ""Point"", ""coordinates"": [2.123231210788092, 49.03967467243656]}"
31C8DDE8AB4611E680FF013864E0362D;172066;566000;Ligne SEA-Atlantique (LGV);196+325;Asnieres-sur-Nouere;1;31c8dde8-ab46-11e6-80ff-013864e0362d;471484.25360000134;6517690.607000001;0.061572494124809;45.720527066559335;45.7205270666,0.0615724941248;45.7205270665,0.0615724941248;"{""type"": ""Point"", ""coordinates"": [0.061572494124807, 45.72052706654178]}"
144280B2666811E38CFF01F464E0362D;29490;830000;Ligne de Paris-Lyon à Marseille-St-Charles;708+426;Piolenc;1;144280b2-6668-11e3-8cff-01f464e0362d;842897.5694999993;6343193.8891;4.787210152291819;44.17319836672426;44.1731983667,4.78721015229;44.1731983667,4.78721015229;"{""type"": ""Point"", ""coordinates"": [4.787210152291818, 44.17319836670244]}"
1442C8CE666811E38CFF01F464E0362D;29448;890306;Raccordement de Culoz;000+260;Culoz;1;1442c8ce-6668-11e3-8cff-01f464e0362d;916048.6994000003;6530911.576499999;5.78424517118077;45.84356958861836;45.8435695886,5.78424517118;45.8435695886,5.78424517118;"{""type"": ""Point"", ""coordinates"": [5.78424517118077, 45.84356958860114]}"
1442CDE0666811E38CFF01F464E0362D;85287;672000;Ligne de Portet-St-Simon à Puigcerda (frontière);162+800;Latour-de-Carol;1;1442cde0-6668-11e3-8cff-01f464e0362d;609565.8687999994;6151778.7718;1.902117924081071;42.46022331204959;42.460223312,1.90211792408;42.460223312,1.90211792408;"{""type"": ""Point"", ""coordinates"": [1.90211792408107, 42.46022331202374]}"
1443FF84666811E38CFF01F464E0362D;29340;988000;Ligne de Grigny à Corbeil-Essonnes;003+660;Pilatre;1;1443ff84-6668-11e3-8cff-01f464e0362d;655514.5261999965;6837949.9333;2.396215482310549;48.640198931228035;48.6401989312,2.39621548231;48.6401989312,2.39621548231;"{""type"": ""Point"", ""coordinates"": [2.396215482310547, 48.64019893120484]}"
