IDRESEAU;LIBELLE;CODE_LIGNE;LONGUEUR;OBSTACLE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
51826;Les Redoutes;655000;416;Gabarit à 2 voies;1;227+462;bdcbd2a4-4be5-11e5-b1ff-01b064e0362d;316389.990199998;6263618.0502;-1.733187360285764;43.36819114581281;43.3681911458,-1.73318736029;43.3681911458,-1.73318736029;"{""type"": ""Point"", ""coordinates"": [-1.733187360285766, 43.36819114578897]}"
49853;Poitiers;570000;324;Gabarit à 2 voies;3;337+573;e5c57c40-6667-11e3-a7ff-01f464e0362d;495363.0546000004;6611700.289500002;0.327481219643705;46.57416908093339;46.5741690809,0.327481219644;46.5741690809,0.327481219644;"{""type"": ""Point"", ""coordinates"": [0.327481219643703, 46.574169080918296]}"
49118;Croix-Haute;905000;136;Gabarit à 1 voie;1;204+453;e878753c-6667-11e3-a7ff-01f464e0362d;912080.1746999994;6407193.7157999985;5.679069600479235;44.731488842564964;44.7314888426,5.67906960048;44.7314888425,5.67906960048;"{""type"": ""Point"", ""coordinates"": [5.679069600479234, 44.731488842544636]}"
45329;Puech;695000;163;Gabarit à 1 voie;1;498+182;e9184a8e-6667-11e3-a7ff-01f464e0362d;652629.2153000012;6454627.578899998;2.396798798472319;45.189332360078154;45.1893323601,2.39679879847;45.1893323601,2.39679879847;"{""type"": ""Point"", ""coordinates"": [2.396798798472318, 45.18933236005909]}"
63691;Canadeils;677000;94;;1;508+105;e6384930-6667-11e3-a7ff-01f464e0362d;713822.1525999978;6149639.9364;3.16775811720558;42.44651698503832;42.446516985,3.16775811721;42.446516985,3.16775811721;"{""type"": ""Point"", ""coordinates"": [3.16775811720558, 42.44651698501245]}"
45372;Prades;695000;148;Gabarit à 1 voie;1;518+040;e9382166-6667-11e3-a7ff-01f464e0362d;643571.6524000019;6444502.2414;2.282640443757296;45.09748424119845;45.0974842412,2.28264044376;45.0974842412,2.28264044376;"{""type"": ""Point"", ""coordinates"": [2.282640443757295, 45.09748424117913]}"
49101;St-Maurice;905000;291;Gabarit à 1 voie;1;198+596;e5d833ca-6667-11e3-a7ff-01f464e0362d;909816.7758999988;6410621.826900002;5.651953022670394;44.76302237573449;44.7630223757,5.65195302267;44.7630223757,5.65195302267;"{""type"": ""Point"", ""coordinates"": [5.651953022670394, 44.763022375714236]}"
31107;Biard;590000;426;Gabarit à 2 voies;2;478+030;e632343c-6667-11e3-a7ff-01f464e0362d;579897.7035000026;6468581.2716999985;1.467377475049063;45.3061091984519;45.3061091985,1.46737747505;45.3061091984,1.46737747505;"{""type"": ""Point"", ""coordinates"": [1.467377475049062, 45.30610919843314]}"
45733;Aulhac;719000;478;Gabarit à 1 voie;1;683+957;e6f2306a-6667-11e3-a7ff-01f464e0362d;632845.494599998;6430861.827300001;2.148161846200552;44.973714658322066;44.9737146583,2.1481618462;44.9737146583,2.1481618462;"{""type"": ""Point"", ""coordinates"": [2.148161846200551, 44.973714658302384]}"
32265;Puy-Richard;713000;871;Gabarit à 1 voie;1;474+449;e67203d2-6667-11e3-a7ff-01f464e0362d;628002.4659999982;6493169.3693;2.077501474837566;45.53422290131366;45.5342229013,2.07750147484;45.5342229013,2.07750147484;"{""type"": ""Point"", ""coordinates"": [2.077501474837564, 45.53422290129555]}"
157715;Tunnel de Pommeraie (délaissé);001000;298;;1;277+348;dd56909a-03e3-11e4-87ff-013c64e0362d;867384.867399998;6771558.608100001;5.245655773037763;48.022988806586945;48.0229888066,5.24565577304;48.0229888066,5.24565577304;"{""type"": ""Point"", ""coordinates"": [5.245655773037764, 48.022988806560505]}"
157717;Tunnel de MARNAY (délaissé);001000;199;;1;277+819;dd5696fa-03e3-11e4-87ff-013c64e0362d;867470.4776000008;6771098.9542;5.246628301525814;48.01883214835899;48.0188321484,5.24662830153;48.0188321483,5.24662830153;"{""type"": ""Point"", ""coordinates"": [5.246628301525813, 48.01883214833252]}"
47263;de Freycenet;790000;290;;1;573+242;e938ed6a-6667-11e3-a7ff-01f464e0362d;761243.7476999983;6411543.541000001;3.774463373879876;44.80034081481921;44.8003408148,3.77446337388;44.8003408148,3.77446337388;"{""type"": ""Point"", ""coordinates"": [3.774463373879876, 44.80034081479905]}"
42811;Arbresle;783000;431;Gabarit à 2 voies;1;478+248;e958fac6-6667-11e3-a7ff-01f464e0362d;824868.0241999999;6527447.994899999;4.608723752450742;45.83522889164686;45.8352288916,4.60872375245;45.8352288916,4.60872375245;"{""type"": ""Point"", ""coordinates"": [4.608723752450742, 45.83522889162961]}"
39983;St-Roch;736000;100;Gabarit à 2 voies;1;311+902;e8fb3dbc-6667-11e3-a7ff-01f464e0362d;615489.1121999994;6246414.579100002;1.958870974705606;43.31187696118344;43.3118769612,1.95887097471;43.3118769612,1.95887097471;"{""type"": ""Point"", ""coordinates"": [1.958870974705605, 43.31187696115948]}"
128065;Calade;939001;395;;1;855+600;e97b02ae-6667-11e3-a7ff-01f464e0362d;890699.182599999;6252060.316199999;5.350824903281748;43.34213886833458;43.3421388683,5.35082490328;43.3421388683,5.35082490328;"{""type"": ""Point"", ""coordinates"": [5.350824903281748, 43.342138868310684]}"
57669;St-André-Hebertot;377000;2930;Gabarit à 2 voies;1;216+265;e6fbbe24-6667-11e3-a7ff-01f464e0362d;502696.21920000017;6916158.860100001;0.286595067979208;49.31450879000909;49.31450879,0.286595067979;49.31450879,0.286595067979;"{""type"": ""Point"", ""coordinates"": [0.286595067979206, 49.3145087899893]}"
135704;RER E Intergare;979000;2223;;1;000+000;e9bbb79c-6667-11e3-a7ff-01f464e0362d;652759.814199999;6864396.017999999;2.355900577835274;48.87785127403437;48.877851274,2.35590057784;48.877851274,2.35590057784;"{""type"": ""Point"", ""coordinates"": [2.355900577835272, 48.877851274012414]}"
135619;Tunnel MONACO-MONTE-CARLO;930000;5737;;1;237+582;e9bb9032-6667-11e3-a7ff-01f464e0362d;1054585.8453999981;6301276.443999998;7.40171362094289;43.72154502824845;43.7215450282,7.40171362094;43.7215450282,7.40171362094;"{""type"": ""Point"", ""coordinates"": [7.401713620942891, 43.72154502822549]}"
63698;Champrevars;790000;111;;1;637+780;e93c63e0-6667-11e3-a7ff-01f464e0362d;775890.927699998;6362909.4021000005;3.952252908626227;44.361099228554544;44.3610992286,3.95225290863;44.3610992285,3.95225290863;"{""type"": ""Point"", ""coordinates"": [3.952252908626227, 44.36109922853321]}"
152435;Cordeliers N°1;899000;197;;1;052+112;ea4841c8-6667-11e3-a7ff-01f464e0362d;976192.0518999994;6493448.568999998;6.536780503142659;45.48481713196618;45.484817132,6.53678050314;45.4848171319,6.53678050314;"{""type"": ""Point"", ""coordinates"": [6.536780503142659, 45.484817131947956]}"
57940;Le Hom;412000;154;Gabarit à 2 voies;1;265+469;e6884878-6667-11e3-a7ff-01f464e0362d;445228.86089999974;6882746.556000002;-0.482553388991738;48.994071932771504;48.9940719328,-0.482553388992;48.9940719328,-0.482553388992;"{""type"": ""Point"", ""coordinates"": [-0.48255338899174, 48.994071932750124]}"
152436;La Saucette;899000;710;;1;054+400;ea484716-6667-11e3-a7ff-01f464e0362d;976503.5291000009;6493570.664999999;6.540833849924852;45.485789803820936;45.4857898038,6.54083384992;45.4857898038,6.54083384992;"{""type"": ""Point"", ""coordinates"": [6.540833849924852, 45.4857898038027]}"
48285;Brogny;897000;379;Gabarit à 1 voie;1;042+759;e6b38e88-6667-11e3-a7ff-01f464e0362d;942337.6208999977;6541392.196400002;6.128046767840292;45.92902037570409;45.9290203757,6.12804676784;45.9290203757,6.12804676784;"{""type"": ""Point"", ""coordinates"": [6.128046767840292, 45.92902037568714]}"
128067;Lajout;939001;799;;1;858+943;e99477d6-6667-11e3-a7ff-01f464e0362d;892051.0166999996;6249111.550900001;5.36639050738156;43.31526082476168;43.3152608248,5.36639050738;43.3152608247,5.36639050738;"{""type"": ""Point"", ""coordinates"": [5.36639050738156, 43.315260824737734]}"
69581;Bijorin;946000;248;;1;051+357;e634591e-6667-11e3-a7ff-01f464e0362d;1067974.4034999982;6342189.6019;7.597083747838883;44.0822787132731;44.0822787133,7.59708374784;44.0822787133,7.59708374784;"{""type"": ""Point"", ""coordinates"": [7.597083747838884, 44.08227871325103]}"
63777;Planes;669000;337;;1;025+380;e6ad2fcc-6667-11e3-a7ff-01f464e0362d;628897.0106000006;6155939.191;2.136226752095704;42.49977720767111;42.4997772077,2.1362267521;42.4997772076,2.1362267521;"{""type"": ""Point"", ""coordinates"": [2.136226752095702, 42.49977720764535]}"
45289;Parensol;695000;575;Gabarit à 1 voie;1;471+723;e5d784b8-6667-11e3-a7ff-01f464e0362d;652845.3505000025;6468794.8561;2.398175950483341;45.316909843156985;45.3169098432,2.39817595048;45.3169098431,2.39817595048;"{""type"": ""Point"", ""coordinates"": [2.39817595048334, 45.31690984313827]}"
39213;Runac-Berduquet;672000;968;Gabarit à 1 voie;1;128+825;e5e86ad2-6667-11e3-a7ff-01f464e0362d;603899.3148000017;6177611.548900001;1.828683228982205;42.69170230712838;42.6917023071,1.82868322898;42.6917023071,1.82868322898;"{""type"": ""Point"", ""coordinates"": [1.828683228982204, 42.691702307103014]}"
49039;La Motte 1;905000;106;Gabarit à 1 voie;1;168+198;e91bd6f8-6667-11e3-a7ff-01f464e0362d;908210.9530000016;6431699.308699999;5.640577117390983;44.953168375354515;44.9531683754,5.64057711739;44.9531683753,5.64057711739;"{""type"": ""Point"", ""coordinates"": [5.640577117390983, 44.9531683753348]}"
63760;la Mourre;694000;413;;1;494+074;e95ba926-6667-11e3-a7ff-01f464e0362d;751324.3132999986;6268369.7108;3.634484646142679;43.51255191579701;43.5125519158,3.63448464614;43.5125519158,3.63448464614;"{""type"": ""Point"", ""coordinates"": [3.634484646142679, 43.51255191577355]}"
48258;Pont-Verre;897000;96;Gabarit à 1 voie;1;032+256;e5ccafb6-6667-11e3-a7ff-01f464e0362d;935423.3768000007;6537374.332600001;6.036894763802843;45.89529729004558;45.89529729,6.0368947638;45.89529729,6.0368947638;"{""type"": ""Point"", ""coordinates"": [6.036894763802843, 45.89529729002853]}"
69486;Tunnel de Collongue;930000;154;;1;027+709;e88ca742-6667-11e3-a7ff-01f464e0362d;908270.6960999966;6240217.365200002;5.562553833736684;43.23073930883656;43.2307393088,5.56255383374;43.2307393088,5.56255383374;"{""type"": ""Point"", ""coordinates"": [5.562553833736683, 43.23073930881241]}"
49932;Les Plans;570000;504;Gabarit à 2 voies;3;404+208;e8ec8d18-6667-11e3-a7ff-01f464e0362d;481164.42660000175;6550382.863899998;0.170883891380523;46.01790449156494;46.0179044916,0.170883891381;46.0179044915,0.170883891381;"{""type"": ""Point"", ""coordinates"": [0.170883891380521, 46.01790449154824]}"
51213;La Réole 1;640000;139;Gabarit à 2 voies;1;059+740;e96c86ee-6667-11e3-a7ff-01f464e0362d;458732.74170000106;6391467.804000001;-0.03978408139664;44.58049203787742;44.5804920379,-0.0397840813966;44.5804920379,-0.0397840813966;"{""type"": ""Point"", ""coordinates"": [-0.039784081396641, 44.58049203785667]}"
31110;Pouch;590000;157;Gabarit à 2 voies;2;478+893;e57c5ce6-6667-11e3-a7ff-01f464e0362d;580045.5601999983;6467729.784600001;1.469474382966409;45.298469345295786;45.2984693453,1.46947438297;45.2984693453,1.46947438297;"{""type"": ""Point"", ""coordinates"": [1.469474382966407, 45.29846934527702]}"
63731;Gorges d'Alet N° 1;676000;182;;1;380+660;e865dd9e-6667-11e3-a7ff-01f464e0362d;638938.9890000001;6212716.269299999;2.251674416284223;43.01118092757421;43.0111809276,2.25167441628;43.0111809275,2.25167441628;"{""type"": ""Point"", ""coordinates"": [2.251674416284222, 43.01118092754955]}"
48813;Butte-Perrin;903000;232;Gabarit à 2 voies;1;091+336;e5564cf2-6667-11e3-a7ff-01f464e0362d;918701.9243000001;6496990.381900001;5.802898240519145;45.537460887980124;45.537460888,5.80289824052;45.537460888,5.80289824052;"{""type"": ""Point"", ""coordinates"": [5.802898240519146, 45.53746088796204]}"
45440;du Diénat;705000;18;Gabarit à 2 voies;1;330+228;e9a49faa-6667-11e3-a7ff-01f464e0362d;671296.5778999999;6581958.219900001;2.626834814267658;46.33693005657722;46.3369300566,2.62683481427;46.3369300566,2.62683481427;"{""type"": ""Point"", ""coordinates"": [2.626834814267657, 46.33693005656144]}"
46673;Martinet;784000;61;Gabarit à 1 voie;1;049+856;e6d5ddde-6667-11e3-a7ff-01f464e0362d;745794.1213999987;6529732.422600001;3.590274325204883;45.86571316432046;45.8657131643,3.5902743252;45.8657131643,3.5902743252;"{""type"": ""Point"", ""coordinates"": [3.590274325204883, 45.86571316430332]}"
69578;Cagnolina;946000;1467;;1;047+891;e85728ae-6667-11e3-a7ff-01f464e0362d;1068518.6645999998;6343908.2656;7.605118567158276;44.09743577952012;44.0974357795,7.60511856716;44.0974357795,7.60511856716;"{""type"": ""Point"", ""coordinates"": [7.605118567158277, 44.09743577949811]}"
31526;Verneuil 1;610000;217;Gabarit à 2 voies;2;419+624;e8769422-6667-11e3-a7ff-01f464e0362d;553396.8171999976;6528501.261500001;1.111028004785681;45.84037665701776;45.840376657,1.11102800479;45.840376657,1.11102800479;"{""type"": ""Point"", ""coordinates"": [1.11102800478568, 45.84037665700054]}"
63802;la Rouvière 1;723000;354;;1;616+708;e5776120-6667-11e3-a7ff-01f464e0362d;719939.5591999963;6377443.209100001;3.250785147684892;44.495765043397135;44.4957650434,3.25078514768;44.4957650434,3.25078514768;"{""type"": ""Point"", ""coordinates"": [3.250785147684891, 44.495765043376174]}"
30814;Nouaillas 1;590000;78;Gabarit à 2 voies;2;385+432;e69d6808-6667-11e3-a7ff-01f464e0362d;575403.2769000009;6539005.9032000005;1.391738166612772;45.939335136496396;45.9393351365,1.39173816661;45.9393351365,1.39173816661;"{""type"": ""Point"", ""coordinates"": [1.39173816661277, 45.93933513647945]}"
63762;Nauches;790000;227;;1;642+116;e6bd70b4-6667-11e3-a7ff-01f464e0362d;776983.9003000036;6359598.7467;3.965457902718041;44.33118097827837;44.3311809783,3.96545790272;44.3311809783,3.96545790272;"{""type"": ""Point"", ""coordinates"": [3.965457902718041, 44.33118097825696]}"
54020;Tunnel de Nanteuil;070000;945;Gabarit à 2 voies;1;072+254;e55d7fc2-6667-11e3-a7ff-01f464e0362d;714620.2849999964;6875354.240899999;3.199723153246902;48.97796078681851;48.9779607868,3.19972315325;48.9779607868,3.19972315325;"{""type"": ""Point"", ""coordinates"": [3.199723153246901, 48.97796078679704]}"
50703;Autrevialle ou Excideuil;616000;861;Gabarit à 1 voie;1;479+175;e9a54502-6667-11e3-a7ff-01f464e0362d;545674.3122999966;6474866.442400001;1.028812960705099;45.35585335816286;45.3558533582,1.02881296071;45.3558533581,1.02881296071;"{""type"": ""Point"", ""coordinates"": [1.028812960705098, 45.35585335814426]}"
38254;Pouzergues;590000;866;Gabarit à 2 voies;2;610+524;e8bcfccc-6667-11e3-a7ff-01f464e0362d;577810.1802999973;6364534.9001;1.466527044393846;44.369170004300344;44.3691700043,1.46652704439;44.3691700043,1.46652704439;"{""type"": ""Point"", ""coordinates"": [1.466527044393845, 44.36917000427904]}"
66438;Mantoche;851000;383;Gabarit à 2 voies;1;005+941;e8fd76c6-6667-11e3-a7ff-01f464e0362d;890155.7942999974;6704942.141100001;5.522415658069911;47.417489785078416;47.4174897851,5.52241565807;47.417489785,5.52241565807;"{""type"": ""Point"", ""coordinates"": [5.522415658069912, 47.41748978504865]}"
35122;Neiz-Vran;470000;431;;1;731+051;e63d419e-6667-11e3-a7ff-01f464e0362d;172081.7699000016;6821847.5847;-4.126186322111249;48.282419573864644;48.2824195739,-4.12618632211;48.2824195738,-4.12618632211;"{""type"": ""Point"", ""coordinates"": [-4.126186322111253, 48.28241957383958]}"
63740;Justice;800000;80;;1;745+043;e6bd2df8-6667-11e3-a7ff-01f464e0362d;843671.2031999975;6318735.671799999;4.789949621228426;43.952967723225406;43.9529677232,4.78994962123;43.9529677232,4.78994962123;"{""type"": ""Point"", ""coordinates"": [4.789949621228426, 43.95296772320304]}"
39342;Fau;701000;333;Gabarit à 1 voie;1;286+725;e945d900-6667-11e3-a7ff-01f464e0362d;656941.6231999993;6373679.1512;2.45877447498592;44.460837360235196;44.4608373602,2.45877447499;44.4608373602,2.45877447499;"{""type"": ""Point"", ""coordinates"": [2.458774474985919, 44.460837360214136]}"
69463;Col-de-Cabre;912000;3770;;1;093+125;e6fca31a-6667-11e3-a7ff-01f464e0362d;905357.9252000004;6387883.0874999985;5.586226978569975;44.559755262591445;44.5597552626,5.58622697857;44.5597552626,5.58622697857;"{""type"": ""Point"", ""coordinates"": [5.586226978569975, 44.55975526257064]}"
47192;de Charbonnières;790000;71;Gabarit à 1 voie;1;549+410;e87cb1f6-6667-11e3-a7ff-01f464e0362d;754024.1423999965;6428201.022300001;3.684999360835801;44.950909269557194;44.9509092696,3.68499936084;44.9509092695,3.68499936084;"{""type"": ""Point"", ""coordinates"": [3.6849993608358, 44.95090926953746]}"
66998;Les Belettes;878000;429;Gabarit à 1 voie;1;024+717;e5f69a7c-6667-11e3-a7ff-01f464e0362d;924925.8213;6622484.887800001;5.942499883343812;46.6647214841613;46.6647214842,5.94249988334;46.6647214841,5.94249988334;"{""type"": ""Point"", ""coordinates"": [5.942499883343812, 46.664721484146476]}"
45377;Gagnou;695000;234;Gabarit à 1 voie;1;519+263;e5f63f6c-6667-11e3-a7ff-01f464e0362d;642617.425499998;6443887.0491;2.270582521423189;45.09186658919224;45.0918665892,2.27058252142;45.0918665892,2.27058252142;"{""type"": ""Point"", ""coordinates"": [2.270582521423188, 45.091866589172895]}"
63723;Four-à-Chaux;722000;357;;1;476+933;e966d5c8-6667-11e3-a7ff-01f464e0362d;713049.0336000025;6281094.599800002;3.161640855078127;43.62877865223319;43.6287786522,3.16164085508;43.6287786522,3.16164085508;"{""type"": ""Point"", ""coordinates"": [3.161640855078126, 43.62877865220999]}"
63656;Achatis;723000;126;;1;617+477;e566a196-6667-11e3-a7ff-01f464e0362d;720491.1475000009;6377011.021400001;3.25770483184848;44.491858464411266;44.4918584644,3.25770483185;44.4918584644,3.25770483185;"{""type"": ""Point"", ""coordinates"": [3.257704831848479, 44.49185846439028]}"
45085;Tours;912000;120;Gabarit à 1 voie;1;081+164;e856f528-6667-11e3-a7ff-01f464e0362d;898770.3326999992;6388697.3336;5.503645995860587;44.56899264855753;44.5689926486,5.50364599586;44.5689926485,5.50364599586;"{""type"": ""Point"", ""coordinates"": [5.503645995860587, 44.56899264853676]}"
69593;Verardo;946000;54;;1;065+189;e6b6c6b6-6667-11e3-a7ff-01f464e0362d;1065568.9853999987;6334705.2804999985;7.561704506627244;44.01628670696878;44.016286707,7.56170450663;44.0162867069,7.56170450663;"{""type"": ""Point"", ""coordinates"": [7.561704506627244, 44.016286706946545]}"
63779;Playsse;805000;127;;1;743+587;e7264f82-6667-11e3-a7ff-01f464e0362d;794689.4902999997;6352982.7831999995;4.186227684222546;44.269462564167206;44.2694625642,4.18622768422;44.2694625641,4.18622768422;"{""type"": ""Point"", ""coordinates"": [4.186227684222545, 44.26946256414563]}"
63844;Via;669000;77;Galerie;1;036+904;e90657e4-6667-11e3-a7ff-01f464e0362d;621666.0221000016;6154349.624499999;2.048624026110531;42.48474215079538;42.4847421508,2.04862402611;42.4847421508,2.04862402611;"{""type"": ""Point"", ""coordinates"": [2.04862402611053, 42.484742150769584]}"
43477;Tournon;800000;641;Gabarit à 2 voies;1;601+577;e71df57a-6667-11e3-a7ff-01f464e0362d;843730.8440999985;6442834.008000001;4.826448311796709;45.069803635681204;45.0698036357,4.8264483118;45.0698036357,4.8264483118;"{""type"": ""Point"", ""coordinates"": [4.826448311796709, 45.069803635661785]}"
47847;Génissiat;890000;893;Gabarit à 2 voies;1;127+434;e977cf34-6667-11e3-a7ff-01f464e0362d;917132.3382999972;6554120.516899999;5.808833362480548;46.05208772736423;46.0520877274,5.80883336248;46.0520877273,5.80883336248;"{""type"": ""Point"", ""coordinates"": [5.808833362480549, 46.052087727347626]}"
47169;de la Madeleine;790000;84;;1;543+368;e585f54c-6667-11e3-a7ff-01f464e0362d;750562.3209000006;6430878.226;3.641382896777236;44.975274808718176;44.9752748087,3.64138289678;44.9752748087,3.64138289678;"{""type"": ""Point"", ""coordinates"": [3.641382896777235, 44.9752748086985]}"
59598;Pagny-sur-Meuse;070000;572;Gabarit à 2 voies;1;306+706;e705c24e-6667-11e3-a7ff-01f464e0362d;900297.4930000007;6848280.530699998;5.722372085679773;48.703589019294796;48.7035890193,5.72237208568;48.7035890193,5.72237208568;"{""type"": ""Point"", ""coordinates"": [5.722372085679774, 48.70358901927195]}"
69601;Nosse;946000;89;;1;071+740;e6c85fd2-6667-11e3-a7ff-01f464e0362d;1064604.8189999983;6331750.920699999;7.547579113309686;43.99024215579718;43.9902421558,7.54757911331;43.9902421558,7.54757911331;"{""type"": ""Point"", ""coordinates"": [7.547579113309686, 43.9902421557749]}"
64965;Clerval;852000;102;Gabarit à 2 voies;1;453+032;e6282ecc-6667-11e3-a7ff-01f464e0362d;963442.2449999973;6704961.2249;6.493479290151214;47.39253594038356;47.3925359404,6.49347929015;47.3925359404,6.49347929015;"{""type"": ""Point"", ""coordinates"": [6.493479290151215, 47.392535940353675]}"
65562;Le Breuil;775000;431;Gabarit à 2 voies;1;007+000;e8c81a7a-6667-11e3-a7ff-01f464e0362d;791597.7144000009;6591574.339899998;4.192642901677611;46.41790170065361;46.4179017007,4.19264290168;46.4179017006,4.19264290168;"{""type"": ""Point"", ""coordinates"": [4.192642901677611, 46.41790170063806]}"
63817;Seguy;722000;296;;1;592+127;e5a4266e-6667-11e3-a7ff-01f464e0362d;704603.2917999998;6368723.321199998;3.057816708636853;44.41753859092075;44.4175385909,3.05781670864;44.4175385909,3.05781670864;"{""type"": ""Point"", ""coordinates"": [3.057816708636852, 44.41753859089957]}"
49058;Côte-Rouge;905000;98;Gabarit à 1 voie;1;179+844;e68bd11a-6667-11e3-a7ff-01f464e0362d;906402.0693000033;6421966.593699999;5.613569325720051;44.86613004203578;44.866130042,5.61356932572;44.866130042,5.61356932572;"{""type"": ""Point"", ""coordinates"": [5.613569325720051, 44.866130042015804]}"
66931;Malpas;872000;233;Gabarit à 1 voie;1;480+481;e68bdc64-6667-11e3-a7ff-01f464e0362d;981020.8334999979;6668379.911699999;6.703518435347919;47.056338983929976;47.0563389839,6.70351843535;47.0563389839,6.70351843535;"{""type"": ""Point"", ""coordinates"": [6.70351843534792, 47.056338983916305]}"
69458;Perragallo;905000;48;;2;431+842;e60bb4d6-6667-11e3-a7ff-01f464e0362d;891408.5547000021;6257494.499299999;5.361567301375893;43.390813274663074;43.3908132747,5.36156730138;43.3908132746,5.36156730138;"{""type"": ""Point"", ""coordinates"": [5.361567301375893, 43.39081327463931]}"
63697;Chadenet;723000;79;;1;658+169;e90b821a-6667-11e3-a7ff-01f464e0362d;749582.7431999967;6380599.530299999;3.623918160112826;44.5227004708321;44.5227004708,3.62391816011;44.5227004708,3.62391816011;"{""type"": ""Point"", ""coordinates"": [3.623918160112825, 44.522700470811195]}"
53614;Tunnel  de La Villette;001000;175;Gabarit à 2 voies;1;001+792;e5a4055e-6667-11e3-a7ff-01f464e0362d;653689.2766999975;6866084.070999999;2.368388752406904;48.893098915374;48.8930989154,2.36838875241;48.8930989154,2.36838875241;"{""type"": ""Point"", ""coordinates"": [2.368388752406903, 48.89309891535211]}"
65757;Dijon n°1;830000;54;Gabarit à 2 voies;1;312+151;e56bf85a-6667-11e3-a7ff-01f464e0362d;851256.4513999969;6693988.4252;5.002981330861259;47.328956219533374;47.3289562195,5.00298133086;47.3289562195,5.00298133086;"{""type"": ""Point"", ""coordinates"": [5.00298133086126, 47.32895621950313]}"
39169;La Campagne;672000;41;Gabarit à 1 voie;1;109+607;e98f076c-6667-11e3-a7ff-01f464e0362d;593244.5503999963;6187669.391899999;1.696817705957162;42.78062349456669;42.7806234946,1.69681770596;42.7806234945,1.69681770596;"{""type"": ""Point"", ""coordinates"": [1.696817705957161, 42.780623494541516]}"
63744;Leyrolles;790000;233;;1;638+484;e644bfb0-6667-11e3-a7ff-01f464e0362d;776406.7421000004;6362495.772;3.958661525746432;44.35731999099668;44.357319991,3.95866152575;44.357319991,3.95866152575;"{""type"": ""Point"", ""coordinates"": [3.958661525746432, 44.357319990975334]}"
47572;Confolent;798000;166;Gabarit à 1 voie;1;097+426;e6a48314-6667-11e3-a7ff-01f464e0362d;788901.2708000019;6462625.607099999;4.133440486076279;45.25723244655121;45.2572324466,4.13344048608;45.2572324465,4.13344048608;"{""type"": ""Point"", ""coordinates"": [4.133440486076278, 45.25723244653231]}"
63778;Planzolles;790000;511;;1;634+010;e9810eb8-6667-11e3-a7ff-01f464e0362d;774935.3606000021;6365810.7808;3.94069761311778;44.38731765780885;44.3873176578,3.94069761312;44.3873176578,3.94069761312;"{""type"": ""Point"", ""coordinates"": [3.94069761311778, 44.387317657787605]}"
44753;Caluire;893000;2403;Gabarit à 2 voies;1;501+432;be32da6a-4be5-11e5-b1ff-01b064e0362d;843548.0732000023;6525321.757399999;4.848662703148024;45.812404569234374;45.8124045692,4.84866270315;45.8124045692,4.84866270315;"{""type"": ""Point"", ""coordinates"": [4.848662703148023, 45.81240456921707]}"
66996;Malproche;878000;287;Gabarit à 1 voie;1;024+031;e6122620-6667-11e3-a7ff-01f464e0362d;924383.8672000021;6622890.1614000015;5.935613546361505;46.668549714864;46.6685497149,5.93561354636;46.6685497148,5.93561354636;"{""type"": ""Point"", ""coordinates"": [5.935613546361506, 46.66854971484919]}"
55761;Batignolles tiangle 1;340000;91;Gabarit à 1 voie;1;002+392;e6522ede-6667-11e3-a7ff-01f464e0362d;649103.7655000016;6866104.8028;2.305849606795909;48.8929391714134;48.8929391714,2.3058496068;48.8929391714,2.3058496068;"{""type"": ""Point"", ""coordinates"": [2.305849606795908, 48.89293917139152]}"
136498;Blaisy-Bas du PM 2100 au 4110;830000;1009;;1;291+500;e9c08d8e-6667-11e3-a7ff-01f464e0362d;833854.7660000026;6695839.034000002;4.773175905932846;47.349356540270165;47.3493565403,4.77317590593;47.3493565402,4.77317590593;"{""type"": ""Point"", ""coordinates"": [4.773175905932846, 47.34935654024004]}"
39185;La Pège;672000;94;Gabarit à 1 voie;1;117+225;e9409b72-6667-11e3-a7ff-01f464e0362d;599544.1779000014;6184507.686000001;1.774304656825568;42.753105416991026;42.753105417,1.77430465683;42.753105417,1.77430465683;"{""type"": ""Point"", ""coordinates"": [1.774304656825566, 42.753105416965795]}"
136499;LA SAVINE;878000;1600;;1;040+474;e9c0959c-6667-11e3-a7ff-01f464e0362d;929417.7898999974;6611638.5940000005;5.995827509812598;46.56560665574958;46.5656066557,5.99582750981;46.5656066557,5.99582750981;"{""type"": ""Point"", ""coordinates"": [5.995827509812598, 46.56560665573447]}"
45121;Beaurières;912000;88;Gabarit à 1 voie;1;090+555;e9816d04-6667-11e3-a7ff-01f464e0362d;903406.874499999;6389287.273200002;5.56224687525971;44.57296209889425;44.5729620989,5.56224687526;44.5729620989,5.56224687526;"{""type"": ""Point"", ""coordinates"": [5.56224687525971, 44.5729620988735]}"
53289;SDM St-Martin d'Étampes;684000;76;Autre cas;1;057+029;e9615a42-6667-11e3-a7ff-01f464e0362d;636821.0953999981;6814912.275400002;2.145895555611988;48.431416311051656;48.4314163111,2.14589555561;48.431416311,2.14589555561;"{""type"": ""Point"", ""coordinates"": [2.145895555611987, 48.4314163110274]}"
