IDRESEAU;LIBELLE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
67248;;930000;1;068+002;e961a604-6667-11e3-a7ff-01f464e0362d;939457.6356000006;6229522.754700001;5.941045552826823;43.12482765120353;43.1248276512,5.94104555283;43.1248276512,5.94104555283;"{""type"": ""Point"", ""coordinates"": [5.941045552826824, 43.12482765117913]}"
10058000;De Trélazé;515000;1;336+123;56132452-6a84-11e9-a0ff-01686fb51c27;438650.3888999969;6711576.9465;-0.46961730709886;47.452862563276085;47.4528625633,-0.469617307099;47.4528625632,-0.469617307099;"{""type"": ""Point"", ""coordinates"": [-0.469617307098862, 47.452862563246526]}"
36851;Passerelle m.l. Montaigu;530000;1;038+822;e6855c82-6667-11e3-a7ff-01f464e0362d;372089.5447999984;6662703.6413;-1.316239018428049;46.98386987263456;46.9838698726,-1.31623901843;46.9838698726,-1.31623901843;"{""type"": ""Point"", ""coordinates"": [-1.316239018428051, 46.98386987262067]}"
59596;;070000;1;303+180;e5a43330-6667-11e3-a7ff-01f464e0362d;897312.1099999994;6849588.221999999;5.682430820225227;48.71626277412424;48.7162627741,5.68243082023;48.7162627741,5.68243082023;"{""type"": ""Point"", ""coordinates"": [5.682430820225228, 48.716262774101445]}"
44259;;830000;1;539+320;e964df94-6667-11e3-a7ff-01f464e0362d;845215.8716999963;6495555.589000002;4.861099850738401;45.544086507495756;45.5440865075,4.86109985074;45.5440865075,4.86109985074;"{""type"": ""Point"", ""coordinates"": [4.8610998507384, 45.54408650747769]}"
36542;Passerelle Afpa;521000;1;154+335;e7244d96-6667-11e3-a7ff-01f464e0362d;434364.0249999985;6713545.0603;-0.527613529022892;47.468852639038275;47.468852639,-0.527613529023;47.468852639,-0.527613529023;"{""type"": ""Point"", ""coordinates"": [-0.527613529022893, 47.46885263900881]}"
164682;Ancien PN 4;420000;1;004+175;2501bafa-19c0-11e5-b9ff-01fc64e0362d;647565.554899998;6857543.7577;2.285927641920311;48.815827464063474;48.8158274641,2.28592764192;48.815827464,2.28592764192;"{""type"": ""Point"", ""coordinates"": [2.285927641920309, 48.8158274640412]}"
55351;;957000;1;014+742;e622e55c-6667-11e3-a7ff-01f464e0362d;664471.748499997;6858396.7140999995;2.516084340861182;48.82465169706771;48.8246516971,2.51608434086;48.824651697,2.51608434086;"{""type"": ""Point"", ""coordinates"": [2.516084340861181, 48.824651697045475]}"
41420;de Montgeron;830000;1;017+902;e58b6422-6667-11e3-a7ff-01f464e0362d;660704.5385000035;6845352.9989;2.465975739687583;48.70712146942497;48.7071214694,2.46597573969;48.7071214694,2.46597573969;"{""type"": ""Point"", ""coordinates"": [2.465975739687582, 48.70712146940213]}"
33212;Passerelle piétons;267000;1;002+831;e6a5bee2-6667-11e3-a7ff-01f464e0362d;706828.0342999995;7057890.395;3.096317430884736;50.61799200122896;50.6179920012,3.09631743088;50.6179920012,3.09631743088;"{""type"": ""Point"", ""coordinates"": [3.096317430884736, 50.61799200121521]}"
57527;Passerelle privée;370000;1;091+759;e586aaa0-6667-11e3-a7ff-01f464e0362d;554094.0331000015;6912282.855999999;0.994435419541607;49.293485487572404;49.2934854876,0.994435419542;49.2934854876,0.994435419542;"{""type"": ""Point"", ""coordinates"": [0.994435419541605, 49.29348548755252]}"
179374;;905000;2;423+235;b460b218-7565-11e8-bcff-010464e0362d;896485.619099997;6262551.981800001;5.42608497206099;43.434907188073176;43.4349071881,5.42608497206;43.434907188,5.42608497206;"{""type"": ""Point"", ""coordinates"": [5.426084972060989, 43.434907188049515]}"
30112;Passarelle voyageurs;070000;1;217+162;e667172a-6667-11e3-a7ff-01f464e0362d;828996.8386999965;6848267.803399999;4.753681800204812;48.72164889005108;48.7216488901,4.7536818002;48.72164889,4.7536818002;"{""type"": ""Point"", ""coordinates"": [4.753681800204813, 48.72164889002833]}"
35740;Passerelle d'Eriche;450000;1;283+175;e66c4cc6-6667-11e3-a7ff-01f464e0362d;440318.20329999924;6734189.9712000005;-0.460652685400664;47.656873012618576;47.6568730126,-0.460652685401;47.6568730126,-0.460652685401;"{""type"": ""Point"", ""coordinates"": [-0.460652685400667, 47.65687301259016]}"
177403;RL018-2;834340;1;001+930;0b580ee2-e67d-11e7-a6ff-019064e0362d;769526.6106000021;6273822.427000001;3.860225087443439;43.56005914019968;43.5600591402,3.86022508744;43.5600591402,3.86022508744;"{""type"": ""Point"", ""coordinates"": [3.860225087443438, 43.56005914017633]}"
179376;;905000;2;439+415;b460ae0e-7565-11e8-bcff-010464e0362d;893973.2050999999;6251832.5768;5.391075637881576;43.339206831591824;43.3392068316,5.39107563788;43.3392068316,5.39107563788;"{""type"": ""Point"", ""coordinates"": [5.391075637881575, 43.33920683156793]}"
41357;de la rue des Bordeaux;830000;1;003+675;e9623966-6667-11e3-a7ff-01f464e0362d;656735.3288000003;6858121.354800001;2.410741309790661;48.821702508701804;48.8217025087,2.41074130979;48.8217025087,2.41074130979;"{""type"": ""Point"", ""coordinates"": [2.41074130979066, 48.82170250867955]}"
36598;;523000;1;042+454;e68134e2-6667-11e3-a7ff-01f464e0362d;406367.05640000105;6670100.359000001;-0.870581134307415;47.06636696628282;47.0663669663,-0.870581134307;47.0663669663,-0.870581134307;"{""type"": ""Point"", ""coordinates"": [-0.870581134307418, 47.066366966269165]}"
110957;;311000;1;157+974;e980b40a-6667-11e3-a7ff-01f464e0362d;628468.5307999998;6990793.445300002;2.002968757863964;50.01155832204349;50.011558322,2.00296875786;50.011558322,2.00296875786;"{""type"": ""Point"", ""coordinates"": [2.002968757863962, 50.01155832202703]}"
132432;Doub Tlse Cam imp Senças passerelle piétons;718000;1;389+943;e58f95ee-6667-11e3-a7ff-01f464e0362d;579763.7190999985;6284144.0966;1.510072291600826;43.646130695223334;43.6461306952,1.5100722916;43.6461306952,1.5100722916;"{""type"": ""Point"", ""coordinates"": [1.510072291600825, 43.64613069520016]}"
56101;Passerelle piétons Roosevelt;973000;1;011+049;e58c3fa8-6667-11e3-a7ff-01f464e0362d;642877.879900001;6863833.175700001;2.221248357923277;48.87198913494674;48.8719891349,2.22124835792;48.8719891349,2.22124835792;"{""type"": ""Point"", ""coordinates"": [2.221248357923276, 48.871989134924746]}"
179372;;905000;2;408+202;b460a97e-7565-11e8-bcff-010464e0362d;897680.3544000015;6272401.8966999985;5.444591500552852;43.52315197469151;43.5231519747,5.44459150055;43.5231519747,5.44459150055;"{""type"": ""Point"", ""coordinates"": [5.444591500552852, 43.52315197466805]}"
44927;;908000;1;018+818;e8c28c84-6667-11e3-a7ff-01f464e0362d;860649.7634000033;6440951.258400001;5.0407352396835;45.04912667294242;45.0491266729,5.04073523968;45.0491266729,5.04073523968;"{""type"": ""Point"", ""coordinates"": [5.040735239683499, 45.04912667292297]}"
56088;Passerelle piétons de Cherbourg;973000;1;008+988;e5c02756-6667-11e3-a7ff-01f464e0362d;643940.5944999978;6865590.695700001;2.235503567615601;48.88788718145988;48.8878871815,2.23550356762;48.8878871814,2.23550356762;"{""type"": ""Point"", ""coordinates"": [2.235503567615599, 48.88788718143797]}"
57929;Passerelle piétons Folligny;405000;1;116+317;e6a6bec0-6667-11e3-a7ff-01f464e0362d;376636.9021999985;6867863.603799999;-1.407073045906897;48.82959451174885;48.8295945117,-1.40707304591;48.8295945117,-1.40707304591;"{""type"": ""Point"", ""coordinates"": [-1.4070730459069, 48.82959451172664]}"
42499;Passerelle voyageurs;775000;1;064+983;e60278e4-6667-11e3-a7ff-01f464e0362d;815383.5525000021;6552457.6558;4.492651859818167;46.062072704608646;46.0620727046,4.49265185982;46.0620727046,4.49265185982;"{""type"": ""Point"", ""coordinates"": [4.492651859818167, 46.06207270459206]}"
60266;;159000;1;112+459;e72d74b8-6667-11e3-a7ff-01f464e0362d;973999.2586999983;6901901.843199998;6.757458047073156;49.15820012241911;49.1582001224,6.75745804707;49.1582001224,6.75745804707;"{""type"": ""Point"", ""coordinates"": [6.757458047073158, 49.15820012239854]}"
54043;Passerelle voyageurs;070000;1;094+433;e90fcb08-6667-11e3-a7ff-01f464e0362d;729907.6631999984;6882050.477899998;3.409030323653642;49.037642750760135;49.0376427508,3.40903032365;49.0376427507,3.40903032365;"{""type"": ""Point"", ""coordinates"": [3.409030323653641, 49.037642750738975]}"
55453;Passerelle publique;960000;1;046+827;e8bcc2d8-6667-11e3-a7ff-01f464e0362d;650697.2334999964;6873419.075199999;2.326730572987096;48.958835401330234;48.9588354013,2.32673057299;48.9588354013,2.32673057299;"{""type"": ""Point"", ""coordinates"": [2.326730572987095, 48.95883540130868]}"
44928;;908000;1;019+362;e6313c0a-6667-11e3-a7ff-01f464e0362d;861186.3049999997;6440968.552000001;5.047553577399357;45.04915728259641;45.0491572826,5.0475535774;45.0491572826,5.0475535774;"{""type"": ""Point"", ""coordinates"": [5.047553577399356, 45.049157282576935]}"
54609;;242000;1;051+790;e8727694-6667-11e3-a7ff-01f464e0362d;662044.5153999999;6908608.9092000015;2.478508177407401;49.2759896910247;49.275989691,2.47850817741;49.275989691,2.47850817741;"{""type"": ""Point"", ""coordinates"": [2.4785081774074, 49.27598969100473]}"
45003;;912000;1;044+201;e59fa738-6667-11e3-a7ff-01f464e0362d;879149.0505999997;6407814.790100001;5.263545927565702;44.74635514449462;44.7463551445,5.26354592757;44.7463551445,5.26354592757;"{""type"": ""Point"", ""coordinates"": [5.263545927565703, 44.74635514447432]}"
59657;Passerelle piétons de Saurup;070000;1;353+687;e8fbbcf2-6667-11e3-a7ff-01f464e0362d;934497.7837999985;6847140.759500001;6.186117767489233;48.6818382487933;48.6818382488,6.18611776749;48.6818382488,6.18611776749;"{""type"": ""Point"", ""coordinates"": [6.186117767489233, 48.68183824877033]}"
163883;Passerelle de la Ville de Chalon sur Saône;830000;1;382+772;9ad46f24-aba3-11e4-92ff-015c64e0362d;840699.4011999965;6632398.549899999;4.844190275284078;46.776929717264466;46.7769297173,4.84419027528;46.7769297172,4.84419027528;"{""type"": ""Point"", ""coordinates"": [4.844190275284077, 46.77692971724998]}"
48367;Passerelle piétons;897000;1;087+439;e5b2e0f4-6667-11e3-a7ff-01f464e0362d;950877.9953000024;6565610.359499998;6.251025515369642;46.14381931895531;46.143819319,6.25102551537;46.1438193189,6.25102551537;"{""type"": ""Point"", ""coordinates"": [6.251025515369641, 46.14381931893897]}"
30496;;210000;1;013+971;e89287e2-6667-11e3-a7ff-01f464e0362d;818325.1745999977;6933672.5667;4.632648562214158;49.491406175123444;49.4914061751,4.63264856221;49.4914061751,4.63264856221;"{""type"": ""Point"", ""coordinates"": [4.632648562214158, 49.49140617510451]}"
67243;Peyruis;905000;1;313+250;e73428b2-6667-11e3-a7ff-01f464e0362d;935521.2207000032;6329555.462299999;5.93844214361462;44.02555609028324;44.0255560903,5.93844214361;44.0255560903,5.93844214361;"{""type"": ""Point"", ""coordinates"": [5.93844214361462, 44.02555609026104]}"
69620;Passerelle gare;830000;1;731+399;e63fc8dc-6667-11e3-a7ff-01f464e0362d;850424.5244999975;6324727.435699999;4.875829026137888;44.00546720902214;44.005467209,4.87582902614;44.005467209,4.87582902614;"{""type"": ""Point"", ""coordinates"": [4.875829026137887, 44.00546720899989]}"
41333;Passerelle près VCL;830000;1;001+374;e5b2b72e-6667-11e3-a7ff-01f464e0362d;655235.6750999987;6859795.392200001;2.390140946044306;48.83665500753854;48.8366550075,2.39014094604;48.8366550075,2.39014094604;"{""type"": ""Point"", ""coordinates"": [2.390140946044305, 48.836655007516356]}"
33186;Transporteur aérien;262000;1;234+540;e5d2008a-6667-11e3-a7ff-01f464e0362d;724350.0003999993;7031061.634;3.341844940352908;50.37674025026883;50.3767402503,3.34184494035;50.3767402503,3.34184494035;"{""type"": ""Point"", ""coordinates"": [3.341844940352908, 50.37674025025401]}"
157727;Voyageurs St Dizier;020000;1;234+257;dd571046-03e3-11e4-87ff-013c64e0362d;843378.6018000022;6839862.355;4.946307162598172;48.643035712181195;48.6430357122,4.9463071626;48.6430357122,4.9463071626;"{""type"": ""Point"", ""coordinates"": [4.946307162598173, 48.64303571215804]}"
87546;Passerelle Eurostar;272000;1;000+045;e67175f4-6667-11e3-a7ff-01f464e0362d;652797.4538000003;6864859.725200001;2.356362220403231;48.88202402325334;48.8820240233,2.3563622204;48.8820240232,2.3563622204;"{""type"": ""Point"", ""coordinates"": [2.35636222040323, 48.882024023231395]}"
152488;passerelle dde;909903;1;141+644;ea489e24-6667-11e3-a7ff-01f464e0362d;918331.8990999982;6457683.1567;5.780428744991753;45.18385928044336;45.1838592804,5.78042874499;45.1838592804,5.78042874499;"{""type"": ""Point"", ""coordinates"": [5.780428744991753, 45.18385928042428]}"
41810;;988000;1;009+326;e6fcd472-6667-11e3-a7ff-01f464e0362d;660146.2066999972;6836025.9813;2.459256272827855;48.623195448258905;48.6231954483,2.45925627283;48.6231954482,2.45925627283;"{""type"": ""Point"", ""coordinates"": [2.459256272827854, 48.62319544823565]}"
41472;du Mée;830000;1;041+694;e69074d2-6667-11e3-a7ff-01f464e0362d;672387.7444999963;6826563.488200001;2.625956878841219;48.53871640836916;48.5387164084,2.62595687884;48.5387164083,2.62595687884;"{""type"": ""Point"", ""coordinates"": [2.625956878841218, 48.53871640834545]}"
58432;Passerelle piétons;242000;1;123+459;e8ff1dec-6667-11e3-a7ff-01f464e0362d;716193.9676000029;6945790.858100001;3.22394960676075;49.6110992679227;49.6110992679,3.22394960676;49.6110992679,3.22394960676;"{""type"": ""Point"", ""coordinates"": [3.223949606760749, 49.611099267904336]}"
44994;;912000;1;040+151;e67f0d28-6667-11e3-a7ff-01f464e0362d;879201.9306000024;6403966.781300001;5.262820795258892;44.71171223375465;44.7117122338,5.26282079526;44.7117122337,5.26282079526;"{""type"": ""Point"", ""coordinates"": [5.26282079525889, 44.71171223373425]}"
33391;Passerelle société Amédée;268000;1;272+900;e713be64-6667-11e3-a7ff-01f464e0362d;713832.4174999967;7067170.282900002;3.195446178252527;50.70115275370989;50.7011527537,3.19544617825;50.7011527537,3.19544617825;"{""type"": ""Point"", ""coordinates"": [3.195446178252527, 50.70115275369652]}"
60802;;204000;2;274+575;e6105258-6667-11e3-a7ff-01f464e0362d;928681.6766000018;6919891.728100002;6.146546487699737;49.337577221525514;49.3375772215,6.1465464877;49.3375772215,6.1465464877;"{""type"": ""Point"", ""coordinates"": [6.146546487699737, 49.337577221505825]}"
60907;;723000;1;669+252;e9561488-6667-11e3-a7ff-01f464e0362d;754734.4038000032;6385213.928599998;3.689247114288792;44.563853705636824;44.5638537056,3.68924711429;44.5638537056,3.68924711429;"{""type"": ""Point"", ""coordinates"": [3.689247114288792, 44.563853705616026]}"
36038;;500000;1;347+004;e654102e-6667-11e3-a7ff-01f464e0362d;460180.89339999855;6641174.766100001;-0.146874937767032;46.82771145503948;46.827711455,-0.146874937767;46.827711455,-0.146874937767;"{""type"": ""Point"", ""coordinates"": [-0.146874937767034, 46.827711455025124]}"
58300;Passerelle voyageurs;229000;1;122+523;e70aca74-6667-11e3-a7ff-01f464e0362d;732533.4855000004;6933052.202199999;3.448906902076796;49.49599393992266;49.4959939399,3.44890690208;49.4959939399,3.44890690208;"{""type"": ""Point"", ""coordinates"": [3.448906902076796, 49.49599393990374]}"
65842;;830000;1;369+315;e8fe098e-6667-11e3-a7ff-01f464e0362d;834095.4980999976;6643746.258499999;4.76097675769373;46.880433412534956;46.8804334125,4.76097675769;46.8804334125,4.76097675769;"{""type"": ""Point"", ""coordinates"": [4.76097675769373, 46.88043341252076]}"
44187;;830000;1;513+297;e5d3522e-6667-11e3-a7ff-01f464e0362d;843852.6354999989;6516967.8792;4.850063329601591;45.737135207897154;45.7371352079,4.8500633296;45.7371352079,4.8500633296;"{""type"": ""Point"", ""coordinates"": [4.850063329601591, 45.73713520787963]}"
45122;;912000;1;090+807;e7332e9a-6667-11e3-a7ff-01f464e0362d;903568.4847000018;6389112.8246;5.564209858289415;44.57134524622276;44.5713452462,5.56420985829;44.5713452462,5.56420985829;"{""type"": ""Point"", ""coordinates"": [5.564209858289415, 44.571345246202]}"
155737;Passerelle St Germain;977000;1;008+649;cc1d6acc-9248-11e3-8cff-010c64e0362d;644391.5874999985;6856874.9136000015;2.242793256159891;48.809546501013536;48.809546501,2.24279325616;48.809546501,2.24279325616;"{""type"": ""Point"", ""coordinates"": [2.24279325615989, 48.80954650099122]}"
31071;Voutains-Vigeois;590000;2;468+541;e5f20948-6667-11e3-a7ff-01f464e0362d;583656.9892000034;6476814.603;1.513360276965749;45.380879410007324;45.38087941,1.51336027697;45.38087941,1.51336027697;"{""type"": ""Point"", ""coordinates"": [1.513360276965748, 45.380879409988786]}"
55558;Passerelle voyageurs;330000;2;060+515;e69380c8-6667-11e3-a7ff-01f464e0362d;617941.8942999989;6907425.608399998;1.872849642800112;49.261213929854165;49.2612139299,1.8728496428;49.2612139298,1.8728496428;"{""type"": ""Point"", ""coordinates"": [1.872849642800111, 49.261213929834106]}"
44918;;908000;1;009+397;e9518ce4-6667-11e3-a7ff-01f464e0362d;855276.5728999972;6433669.236299999;4.970200818944415;44.98481061688086;44.9848106169,4.97020081894;44.9848106169,4.97020081894;"{""type"": ""Point"", ""coordinates"": [4.970200818944415, 44.98481061686122]}"
53630;Passerelle voyageurs;001000;1;004+431;e6c8d3d6-6667-11e3-a7ff-01f464e0362d;656014.3680000007;6866616.814199999;2.400043175600539;48.898052729631225;48.8980527296,2.4000431756;48.8980527296,2.4000431756;"{""type"": ""Point"", ""coordinates"": [2.400043175600538, 48.89805272960936]}"
58779;Passerelle piétons France-Télécom;311000;1;131+990;e70919e0-6667-11e3-a7ff-01f464e0362d;648986.5424999967;6977054.486000001;2.290657869718548;49.89014474314439;49.8901447431,2.29065786972;49.8901447431,2.29065786972;"{""type"": ""Point"", ""coordinates"": [2.290657869718546, 49.89014474312735]}"
10082003;De Saint-Chamas;830000;1;814+347;7978d4dc-b166-11e9-80ff-01686fb51c27;864902.1155000031;6274573.689300001;5.040135116190482;43.55105812225467;43.5510581223,5.04013511619;43.5510581222,5.04013511619;"{""type"": ""Point"", ""coordinates"": [5.040135116190481, 43.55105812223129]}"
30449;Métal en gare de Vireux;205000;1;195+879;e5e8f2dc-6667-11e3-a7ff-01f464e0362d;823451.5029999986;6999737.123399999;4.723250211369201;50.08384299095473;50.083842991,4.72325021137;50.0838429909,4.72325021137;"{""type"": ""Point"", ""coordinates"": [4.723250211369201, 50.08384299093858]}"
29589;St-Martin;001000;1;165+021;e6b0b926-6667-11e3-a7ff-01f464e0362d;778549.8487000018;6801106.388300002;4.05937513538791;48.30554068050551;48.3055406805,4.05937513539;48.3055406805,4.05937513539;"{""type"": ""Point"", ""coordinates"": [4.05937513538791, 48.30554068048059]}"
44856;Passerelle de la Tour-du-Pin;905000;1;056+718;e5fcd452-6667-11e3-a7ff-01f464e0362d;891154.6806999967;6498565.476199999;5.450720200314414;45.559886809355355;45.5598868094,5.45072020031;45.5598868093,5.45072020031;"{""type"": ""Point"", ""coordinates"": [5.450720200314413, 45.55988680933732]}"
56678;Passerelle piétons Armand-Barbès;340000;1;225+980;e89e3f72-6667-11e3-a7ff-01f464e0362d;493568.73650000244;6936966.537900001;0.150855510399136;49.498529796570296;49.4985297966,0.150855510399;49.4985297966,0.150855510399;"{""type"": ""Point"", ""coordinates"": [0.150855510399134, 49.4985297965514]}"
87568;Passerelle;830000;1;619+563;e67c395a-6667-11e3-a7ff-01f464e0362d;848683.1603000015;6424684.162300002;4.883854515046887;44.905385260523545;44.9053852605,4.88385451505;44.9053852605,4.88385451505;"{""type"": ""Point"", ""coordinates"": [4.883854515046887, 44.90538526050368]}"
34437;Accès passerelle;420000;1;474+567;e9392694-6667-11e3-a7ff-01f464e0362d;274548.0297999978;6838530.780099999;-2.764923228674971;48.5071863457857;48.5071863458,-2.76492322867;48.5071863458,-2.76492322867;"{""type"": ""Point"", ""coordinates"": [-2.764923228674974, 48.50718634576182]}"
55165;Passerelle publique;330000;1;010+694;e72a65d2-6667-11e3-a7ff-01f464e0362d;649688.0551000014;6874546.471900001;2.31281613013013;48.968894766536586;48.9688947665,2.31281613013;48.9688947665,2.31281613013;"{""type"": ""Point"", ""coordinates"": [2.312816130130129, 48.96889476651507]}"
51665;Passerelle du foyer;655000;1;001+260;e6695c46-6667-11e3-a7ff-01f464e0362d;418318.8772;6419452.143199999;-0.564233248577702;44.81700178474101;44.8170017847,-0.564233248578;44.8170017847,-0.564233248578;"{""type"": ""Point"", ""coordinates"": [-0.564233248577703, 44.817001784720915]}"
41381;Passerelle de service de Villeneuve-Prairies;830000;1;010+601;e5cbffb6-6667-11e3-a7ff-01f464e0362d;658372.9694000036;6851628.9070999995;2.433679146129232;48.76342057656297;48.7634205766,2.43367914613;48.7634205765,2.43367914613;"{""type"": ""Point"", ""coordinates"": [2.433679146129232, 48.76342057654042]}"
57915;Passerelle voyageurs;405000;1;101+288;e6a84a04-6667-11e3-a7ff-01f464e0362d;389962.66390000284;6867659.032400001;-1.225662916345716;48.834305304592675;48.8343053046,-1.22566291635;48.8343053046,-1.22566291635;"{""type"": ""Point"", ""coordinates"": [-1.225662916345719, 48.834305304570485]}"
134085;OA N°102;830000;1;811+802;e9aea762-6667-11e3-a7ff-01f464e0362d;863674.3216999993;6276768.715;5.025648288318108;43.57108546341867;43.5710854634,5.02564828832;43.5710854634,5.02564828832;"{""type"": ""Point"", ""coordinates"": [5.025648288318107, 43.571085463395335]}"
65010;Passerelle voyageurs;852000;1;491+709;e6280b64-6667-11e3-a7ff-01f464e0362d;983279.7556999996;6725965.818399999;6.769444863845357;47.573203116556265;47.5732031166,6.76944486385;47.5732031165,6.76944486385;"{""type"": ""Point"", ""coordinates"": [6.769444863845358, 47.57320311652738]}"
60400;Passerelle piétons;172000;1;049+632;e6ffd880-6667-11e3-a7ff-01f464e0362d;986165.5046000034;6907477.6525;6.927829883637315;49.20294897405949;49.2029489741,6.92782988364;49.202948974,6.92782988364;"{""type"": ""Point"", ""coordinates"": [6.927829883637316, 49.202948974039145]}"
36982;Passerelle du stade du Maroc;561000;1;330+430;e65092fe-6667-11e3-a7ff-01f464e0362d;490936.42890000343;6766963.833299998;0.197787310605446;47.969673976734875;47.9696739767,0.197787310605;47.9696739767,0.197787310605;"{""type"": ""Point"", ""coordinates"": [0.197787310605444, 47.96967397670815]}"
34615;Passerelle des Trois Croix;441000;1;378+301;e5f4405e-6667-11e3-a7ff-01f464e0362d;351393.02390000224;6791054.7161;-1.688250483070992;48.1266935988326;48.1266935988,-1.68825048307;48.1266935988,-1.68825048307;"{""type"": ""Point"", ""coordinates"": [-1.688250483070996, 48.12669359880673]}"
33392;Passerelle piétons;268000;1;272+990;e614dece-6667-11e3-a7ff-01f464e0362d;713791.9447000027;7067250.4169000015;3.194877111499616;50.70187272061093;50.7018727206,3.1948771115;50.7018727206,3.1948771115;"{""type"": ""Point"", ""coordinates"": [3.194877111499615, 50.701872720597535]}"
68567;;930000;1;255+917;e5caaac6-6667-11e3-a7ff-01f464e0362d;1067485.2837999985;6309854.950300001;7.567645993174442;43.79202591377703;43.7920259138,7.56764599317;43.7920259138,7.56764599317;"{""type"": ""Point"", ""coordinates"": [7.567645993174444, 43.79202591375424]}"
44186;;830000;1;513+268;e572cfbe-6667-11e3-a7ff-01f464e0362d;843845.3691999987;6516999.8653;4.849979549195212;45.737424692512164;45.7374246925,4.8499795492;45.7374246925,4.8499795492;"{""type"": ""Point"", ""coordinates"": [4.849979549195213, 45.737424692494656]}"
56156;Passerelle piétons Pasteur;974000;1;017+485;e9718b58-6667-11e3-a7ff-01f464e0362d;639618.1501000002;6859840.346000001;2.177378335800316;48.835785283662446;48.8357852837,2.1773783358;48.8357852836,2.1773783358;"{""type"": ""Point"", ""coordinates"": [2.177378335800315, 48.83578528364026]}"
179310;Passerelle Km 36,584;896000;1;036+584;27123aee-5ee7-11e8-a6ff-01d064e0362d;1005124.1590000018;6557789.017900001;6.947847944767655;46.05120196937225;46.0512019694,6.94784794477;46.0512019694,6.94784794477;"{""type"": ""Point"", ""coordinates"": [6.947847944767656, 46.051201969355645]}"
59700;Passerelle voyageurs;070000;1;375+423;e6159512-6667-11e3-a7ff-01f464e0362d;949663.945100002;6834874.209100001;6.384795094523251;48.56592134900172;48.565921349,6.38479509452;48.565921349,6.38479509452;"{""type"": ""Point"", ""coordinates"": [6.384795094523252, 48.56592134897816]}"
36366;Passerelle rue Curie;515000;1;429+048;e717ad4a-6667-11e3-a7ff-01f464e0362d;357694.87579999864;6689822.529199999;-1.525746902657169;47.22038877370612;47.2203887737,-1.52574690266;47.2203887737,-1.52574690266;"{""type"": ""Point"", ""coordinates"": [-1.525746902657172, 47.22038877367527]}"
51179;Passerelle de Cerons;640000;1;029+885;e633b0d8-6667-11e3-a7ff-01f464e0362d;435108.0217999965;6398138.973000001;-0.340652556748079;44.63191024499577;44.631910245,-0.340652556748;44.631910245,-0.340652556748;"{""type"": ""Point"", ""coordinates"": [-0.34065255674808, 44.63191024497517]}"
87548;Passerelle rue de Vélizy;420000;1;008+705;e5f3130c-6667-11e3-a7ff-01f464e0362d;643250.0833000019;6858028.0447;2.227096954020402;48.81981728615247;48.8198172862,2.22709695402;48.8198172861,2.22709695402;"{""type"": ""Point"", ""coordinates"": [2.227096954020401, 48.819817286130196]}"
54417;Passerelle voyageurs gare de Blanc Mesnil;229000;1;013+162;e694c1be-6667-11e3-a7ff-01f464e0362d;661696.8000999987;6870368.059500001;2.47720943371266;48.93214910817865;48.9321491082,2.47720943371;48.9321491082,2.47720943371;"{""type"": ""Point"", ""coordinates"": [2.477209433712659, 48.932149108156956]}"
59675;Passerelle transport;070000;1;361+190;e5d53620-6667-11e3-a7ff-01f464e0362d;940351.262500003;6842746.774900001;6.263093695172201;48.640198951030065;48.640198951,6.26309369517;48.640198951,6.26309369517;"{""type"": ""Point"", ""coordinates"": [6.263093695172201, 48.64019895100688]}"
30837;;590000;2;401+114;e5ed6df8-6667-11e3-a7ff-01f464e0362d;565678.1212000027;6527935.747900002;1.269378452178554;45.83782010822128;45.8378201082,1.26937845218;45.8378201082,1.26937845218;"{""type"": ""Point"", ""coordinates"": [1.269378452178553, 45.837820108204056]}"
42130;Passerelle PTT;750000;1;558+649;e68e8860-6667-11e3-a7ff-01f464e0362d;841717.8742000014;6518041.7324;4.822937144788691;45.74724956010204;45.7472495601,4.82293714479;45.7472495601,4.82293714479;"{""type"": ""Point"", ""coordinates"": [4.822937144788692, 45.74724956008454]}"
69775;;930000;1;065+826;e6eb9c96-6667-11e3-a7ff-01f464e0362d;937462.864699997;6230358.736900002;5.91694704946416;43.133007036596624;43.1330070366,5.91694704946;43.1330070366,5.91694704946;"{""type"": ""Point"", ""coordinates"": [5.916947049464161, 43.13300703657225]}"
36101;La Faucillette;508000;1;330+497;e58bad00-6667-11e3-a7ff-01f464e0362d;467960.2356000021;6737834.8544000015;-0.094582695823394;47.69997605812289;47.6999760581,-0.0945826958234;47.6999760581,-0.0945826958234;"{""type"": ""Point"", ""coordinates"": [-0.094582695823397, 47.69997605809471]}"
65148;Passerelle piétons de Ronchamp;001000;1;421+155;e98e64b0-6667-11e3-a7ff-01f464e0362d;971706.9430999979;6739441.853100002;6.623896010277854;47.69924270958428;47.6992427096,6.62389601028;47.6992427096,6.62389601028;"{""type"": ""Point"", ""coordinates"": [6.623896010277854, 47.699242709556096]}"
31521;;610000;2;417+102;e94cd788-6667-11e3-a7ff-01f464e0362d;554158.1349999979;6526452.7597;1.121461641881618;45.822098860563806;45.8220988606,1.12146164188;45.8220988605,1.12146164188;"{""type"": ""Point"", ""coordinates"": [1.121461641881617, 45.822098860546525]}"
